name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Mortierella ambigua NRRL 28271 v1.0	Moramb1	1343610	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Actinomortierella	Actinomortierella ambigua
Suillus cf. variegatus FC465 v1.0	Suivari1	48592	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus variegatus
Phycomyces blakesleeanus UBC21 v2.0	PhyblU21_2	4837	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
Filobasidium floriforme CBS 6241 v1.0	Filflo1	5210	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme
Aspergillus assulatus CBS 27911 v1.0	Aspass1	1245746	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus assulatus
Aspergillus californicus CBS 123895 v1.0	Aspcalif1	1810905	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus californicus
Aspergillus germanicus CBS 123887 v1.0	Aspger1	1506149	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus germanicus
Aspergillus sublatus IBT 19356 v1.0	Aspsublat1	1810927	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sublatus
Aspergillus iizukae CBS 541.69 v1.0	Aspiiz1	41901	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus iizukae
Aspergillus arxii CBS 52583 v1.0	Asparx1	1131534	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus arxii
Aspergillus neoindicus CBS 444.75 v1.0	Aspneoi1	1641034	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoindicus
Aspergillus neoflavipes CBS 260.73 v1.0	Aspneof1	1588043	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoflavipes
Aspergillus brevipes CBS 118.53 v1.0	Aspbre1	75551	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brevipes
Aspergillus rambellii 100887 v1.0	Aspramb1	308745	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus rambellii
Aspergillus igneus CBS 466.65 v1.0	Aspign1	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Aspergillus galapagensis CBS 117522 v1.0	Aspgal1	1907209	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus galapagensis
Aspergillus turcosus IBT 27921 v1.0	Asptur1	1245748	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus turcosus
Aspergillus fumigatiaffinis CBS 117186 v1.0	Aspfumig1	340414	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis
Aspergillus fumisynnematus IBT 28474 v1.0	Aspfumis1	286432	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumisynnematus
Aspergillus floccosus CBS 116.37 v1.0	Aspflo1	658358	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus floccosus
Aspergillus tanneri DTO 303-18 v1.0	Asptan1	1220188	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tanneri
Aspergillus heterothallicus CBS 489.65 v1.0	Asphethal1	41742	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heterothallicus
Aspergillus laciniosus CBS 117721 v1.0	Asplaci1	388753	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus laciniosus
Aspergillus botucatensis CBS 114221 v1.0	Aspbot1	1907480	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus botucatensis
Aspergillus keveii CBS 209.92 v1.0	Aspkev1	714993	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus keveii
Aspergillus pseudoterreus DTO 47-E6 v1.0	Asppterr1	1565506	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoterreus
Aspergillus aureoluteus CBS 105.55 v1.0	Aspaurlut1	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Aspergillus coreanus CBS 117059 v1.0	Aspcorea1	151553	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus coreanus
Aspergillus insuetus CBS 107.25 v1.0	Aspins1	469274	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insuetus
Aspergillus ferenczii CBS 121594 v1.0	Aspfer1	454254	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ferenczii
Aspergillus paleaceus CBS 498.65 v1.0	Asppal1_1	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Aspergillus quadrilineatus (floriformis) CBS 937.73 v1.0	Aspquaf1	41735	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus quadrilineatus
Aspergillus quadrilineatus (gemmatus) CBS 853.96 v1.0	Aspquag1	41735	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus quadrilineatus
Aspergillus hiratsukae CBS 294.93 v1.0	Asphir1	1194566	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus hiratsukae
Aspergillus primulinus CBS 253.94 v1.0	Asppri1	91491	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus primulinus
Aspergillus lentulus CBS 117885 v1.0	Asplen1	293939	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus
Aspergillus papuensis CBS 841.96 v1.0	Asppap1	1825619	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus papuensis
Sarocladium strictum UNK v1.0	Sarstr1	5046	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium strictum
Aspergillus flavipes CBS 22552 v1.0	Aspfla1	41900	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavipes
Aspergillus caninus CBS 128032 v1.0	Aspcanin1	743110	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus caninus
Aspergillus biplanus CBS 468.65 v1.0	Aspbip1	176164	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus biplanus
Aspergillus frequens CBS 586.65 v1.0	Aspfre1	1458900	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus frequens
Aspergillus chrysellus CBS 472.65 v1.0	Aspchr1	36636	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chrysellus
Aspergillus amoeneus CBS 111.32 v1.0	Aspamoe1	1220191	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus amoenus
Aspergillus flocculosus v1.0	Aspfloc1	306089	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flocculosus
Aspergillus fructiculosus v1.0	Aspfru1	1250369	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fruticulosus
Aspergillus alliaceus CBS 536.65 v1.0	Aspalli1	209559	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alliaceus
Aspergillus nishimurae IFM 54133 v1.0	Aspnis1	1220166	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nishimurae
Aspergillus lucknowensis CBS 449.75 v1.0	Aspluc1	176173	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lucknowensis
Aspergillus thermomutatus v1.0	Aspthe1	41047	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thermomutatus
Aspergillus foveolata CBS 279.81 v1.0	Aspfove1	210207	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus foveolatus
Aspergillus longivesica v1.0	Asplon1	41055	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus longivesica
Aspergillus navahoensis v1.0	Aspnav1_1	91484	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus navahoensis
Aspergillus subauricomus CBS 638.78 v1.0	Aspsub1	138274	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus auricomus
Aspergillus granulosus CBS 588.65 v1.0	Aspgra1	176169	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus granulosus
Aspergillus pseudoustus CBS 123904 v1.0	Asppust1	1810923	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoustus
Aspergillus sulphureus CBS 550.65 v1.0	Aspsul1	138284	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sulphureus
Aspergillus elegans CBS 116.39 v1.0	Aspele1	93033	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus elegans
Aspergillus ambiguus v1.0	Aspamb1	176160	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ambiguus
Aspergillus muricatus v1.0	Aspmuri1	469875	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus muricatus
Aspergillus pernambucoensis CBS 137449 v1.0	Asppern1	1226384	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pernambucoensis
Aspergillus aureolatus CBS 190.65 v1.0	Aspaurlat1	41755	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aureolatus
Aspergillus astellatus v1.0	Aspaste1	1810904	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus astellatus
Aspergillus spinosus CBS 483.65 v1.0	Aspspi1	36631	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus spinosus
Aspergillus spathulatus CBS 408.89 v1.0	Aspspa1	41052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus spathulatus
Aspergillus pseudodeflectus v1.0	Asppdef1	176178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudodeflectus
Aspergillus duricaulis CBS 481.65 v1.0	Aspdur1	75552	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus duricaulis
Aspergillus capensis CBS 138188 v1.0	Aspcap1	1507544	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus capensis
Aspergillus alabamensis v1.0	Aspala1	657433	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alabamensis
Aspergillus allahabadii v1.0	Aspall1	1612426	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus allahabadii
Aspergillus crustosus CBS 478.65 v1.0	Aspcru1	41757	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus crustosus
Aspergillus ostianus v1.0	Asposti1	138279	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ostianus
Aspergillus persii CBS 112795 v1.0	Aspper1	306094	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus persii
Aspergillus petrakii CBS 105.57 v1.0	Asppet1	138280	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus petrakii
Aspergillus tetrazonus CBS 591.65A v1.0	Asptetr1	1883080	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tetrazonus
Aspergillus rhizopodus v1.0	Asprhi1	186535	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus rhizopodus
Aspergillus multiplicatus CBS 646958 v1.0	Aspmult1	1806848	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus multiplicatus
Aspergillus spectabilis CBS 429.77A v1.0	Aspspe1_1	41731	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus spectabilis
Aspergillus falconensis CBS 271.91 v1.0	Aspfalc1	1810910	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus falconensis
Aspergillus karnatakaensis CBS 102800 v1.0	Aspkar1	1810916	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus karnatakaensis
Aspergillus varians CBS 505.65 v1.0	Aspvar1	176181	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus varians
Aspergillus silvaticus CBS 128.55 v1.0	Aspsil1	176179	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus silvaticus
Aspergillus similis v1.0	Aspsim1_1	1810925	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus similis
Aspergillus luppii CBS 653.74 v1.0	Asplup1	41903	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luppiae
Aspergillus aureoterreus v1.0	Aspaur1	41288	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aureoterreus
Aspergillus clavatonanicus v1.0	Aspcla1	41054	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatonanicus
Aspergillus westlandensis CBS 123905 v1.0	Aspwes1	1507531	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus westlandensis
Aspergillus microcysticus CBS 120.58 v1.0	Aspmic1	176174	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus microcysticus
Aspergillus nakazawae v1.0	Aspnaka1	1883082	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nakazawae
Aspergillus aurantiobrunneus CBS 465.65 v1.0	Aspaura1	41725	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aurantiobrunneus
Aspergillus parvisclerotigenus CBS 121.62 v1.0	Asppari1	5059	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
Daldinia loculata AZ0526 v2.0	DallocAZ0526_2	103429	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia loculata
Durotheca rogersii YMJ 92031201 v1.0	Durrog2	419775	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Durotheca	Durotheca rogersii
Aspergillus implicatus CBS 484.95 v1.0	Aspimp1	657434	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus implicatus
Aspergillus leporis CBS 151.66 v1.0	Asplep1	41062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus leporis
Hypoxylon sp. FL1284 v2.0	HyFL1284_2	2663365	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. FL1284
Xylariaceae sp. AK1471 v1.0	XyAK1471_1	2723393	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	Xylariaceae sp. AK1471
Xylariaceae sp. FL0804 v2.0	XyFL0804_2	2663375	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	Xylariaceae sp. FL0804
Xylaria sp. FL0064 v1.0	XyFL0064_1	2663374	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria sp. FL0064
Hypoxylon submonticulosum NC0708 v2.0	Hypsub2	152308	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypomontagnella	Hypomontagnella submonticulosa
Xylaria cf. heliscus FL0509 v2.0	Xylhel2	1803070	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria cf. heliscus
Atropellis piniphila CBS 197.64 v1.0	Atrpi1	2614604	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Godroniaceae	Atropellis	Atropellis piniphila
Capronia fungicola CBS 614.96 v1.0	Capfu1	43227	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia fungicola
Pisolithus orientalis OTSU v2.0	Pisori2	936130	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis
Boletus coccyginus 2016PMI039 v1.0	Bolcoc1	1758874	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus coccyginus
Phlebopus sp. FC_14 v2.0	PhlFC14_2	2060792	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	Phlebopus	Phlebopus sp.
Puccinia graminis f. sp. tritici Ug99 haplotype A	Pgt_Ug99_A1	56615	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
Puccinia graminis f. sp. tritici Ug99 haplotype C	Pgt_Ug99_C1	56615	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
Puccinia graminis f. sp. tritici 21-0 haplotype A	Pgt_201_A1	626357	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
Puccinia graminis f. sp. tritici 21-0 haplotype B	Pgt_201_B1	626357	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
Alternaria fragaria BMP3062	Altfr1	291290	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp. 'fragaria'
Alternaria capsici BMP0180	Altca1	283357	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria capsici
Alternaria citriarbusti BMP2343	Altci1	232505	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria citriarbusti
Hypoxylon fragiforme CBS 206.31 v2.0	Hypfra2	63214	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon fragiforme
Xylariaceae sp. FL1272 v2.0	XyFL1272_2	2663376	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	Xylariaceae sp. FL1272
Ellisomyces anomalus CBS 243.57 v2.0	Ellano2	101134	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Ellisomyces	Ellisomyces anomalus
Lentinula boryana TFB7810 v1.0	LboTFB7810_1	40481	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula boryana
Nemania sp. FL0031 v2.0	NeFL0031_2	2663370	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania sp. FL0031
Hyaloscypha finlandica PMI_746 v1.0	Hyafin1	2482753	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha finlandica
Hypoxylon sp. NC1633 v2.0	HyNC1633_2	2663366	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. NC1633
Alternaria gaisen BMP2338	Altga1	167740	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria gaisen
Alternaria alternata ATCC66891	Alalte1	5599	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
Alternaria tangelonis BMP2327	Altta1	232506	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tangelonis
Alternaria tenuissima BMP0304	Altte1	119927	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
Alternaria crassa BMP0172	Altcr1	119918	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria crassa
Alternaria alternata ATCC11680	Alalt1	5599	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
Alternaria mali BMP3064	Amal3064	167741	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria mali
Alternaria mali BMP3063	Amal3063	167741	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria mali
Alternaria solani BMP0185	Altso1	48100	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria solani
Alternaria brassicicola ATCC96836	Albra1	622360	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicicola
Alternaria dauci BMP0167	Altda1	48095	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria dauci
Alternaria carthami BMP1963	Altcar1	157258	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria carthami
Alternaria porri BMP0178	Altpo1	48098	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria porri
Alternaria arborescens BMP0308	Altar1	156630	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
Alternaria alternata BMP0270	Aalte1	5599	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
Alternaria limoniasperae BMP2335	Altli1	232503	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria limoniasperae
Alternaria longipes BMP0313	Altlo1	160389	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
Alternaria macrospora BMP1949	Altma1	119921	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria macrospora
Mortierella sp. AD185 v1.0	MorAD185_1_1	1715235	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp.
Pleosporaceae sp. PMI_138 v1.0	PlePMI138_1	2663372	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	Pleosporaceae sp. PMI_138
Leucangium carthusianum GMNB180 v1.0	Leuca1	44614	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Leucangium	Leucangium carthusianum
Fusarium oxysporum f. sp. melonis (FoMelon) NRRL 26406	Fusoxmel1	1089452	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. conglutinans race 2 54008 (PHW808)	Fusoxcon1	1089457	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. lycopersici MN25 (FoMN25) NRRL 54003	Fusoxlyc1	1080343	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum Fo47	FusoxFo47	660027	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. vasinfectum 25433 (Cotton)	Fusoxvas1	1089449	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum NRRL 32931	Fusox32931	660029	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Lentinula edodes TMI1633 v1.0	LedTMI1633_1	5353	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula edodes
Fusarium oxysporum f. sp. pisi HDV247	Fusoxpis1	1080344	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. cubense tropical race 4 54006 (II5)	Fusoxcub1	1089451	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium odoratissimum
Fusarium oxysporum f. sp. radicis-lycopersici 26381 (CL57)	Fusoxrad1	1089448	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
