supergroup	division	subdivision	class	order	family	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Gracillariidae	1	6	1	0	6565	6565	6565
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Hesperiidae	135	89	4	0.000610696707507224	4505	10843	6403.25185185185
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Incurvariidae	1	2	1	0	6815	6815	6815
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	4	21	2	0.00193532958973483	5853	7029	6675.75
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Limacodidae	2	17	1	0	5589	6728	6158.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	21	57	9	0.000979157940961819	4932	10724	7002.95238095238
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Lyonetiidae	1	2	1	0	6622	6622	6622
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Micropterigidae	3	43	2	0.00106802291526348	5453	7304	6502.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	214	328	16	0.00560516409700492	4768	12283	6862.03271028037
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Nolidae	4	199	8	0.00101713691545921	5634	10844	6089.25
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Notodontidae	14	31	3	0.00144399536241475	4598	10999	6427.64285714286
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	95	212	8	0.000481776644515805	4429	11679	6664.02105263158
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Oecophoridae	6	22	3	0.000737597363624814	6517	6907	6810.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	25	42	40	0.0221675663333386	4633	10939	6313.76
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Pieridae	28	386	15	0.0023730598196337	4836	11262	6548.89285714286
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	3	18	1	0	5636	6780	6018.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Psychidae	3	12	8	0.00395542178755471	4790	6759	5568
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Pterophoridae	3	20	3	0.00316101062451729	5786	6927	5906.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	31	78	6	0.012370962366978	4895	11144	6636.45161290323
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Riodinidae	23	1	1	0	4611	9348	5784.30434782609
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Sesiidae	12	36	3	0.00438966888807298	5353	6627	6361.75
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	20	22	2	0.00043640523054885	5539	10781	6655
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Tineidae	8	23	2	0.000772993341912273	5530	6933	6640.25
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	51	155	7	0.000547421983553688	4672	11653	6788
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Yponomeutidae	12	63	2	0.00288702898060279	5204	6711	6137.41666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Ypsolophidae	3	23	2	0.00105031500307415	5373	6574	5782.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Lepidoptera	Zygaenidae	1	11	2	0.00435271664354419	6994	8778	6994
Opisthokonta	Metazoa	Arthropoda	Insecta	Mantodea	Hymenopodidae	1	2	2	0.000744349270556264	6771	7600	7600
Opisthokonta	Metazoa	Arthropoda	Insecta	Mantodea	Mantidae	3	396	14	0.0170629055914392	4962	11137	5207.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Mantodea	Metallyticidae	1	137	18	0.000542450012283498	6956	12910	10766
Opisthokonta	Metazoa	Arthropoda	Insecta	Odonata	Calopterygidae	2	208	11	0.000693392933809229	4849	10903	7406.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Odonata	Coenagrionidae	4	74	3	0.0130291123170174	5116	11489	7072
Opisthokonta	Metazoa	Arthropoda	Insecta	Odonata	Libellulidae	3	12	6	0.0350902608558347	6649	12317	8430.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Odonata	Petaluridae	1	492	24	0.00803380685013908	4501	10551	4501
Opisthokonta	Metazoa	Arthropoda	Insecta	Orthoptera	Acrididae	7	3555	69	0.0171692914014998	4395	8990	5453.14285714286
Opisthokonta	Metazoa	Arthropoda	Insecta	Orthoptera	Morabidae	6	63	6	0.0277620915003435	4842	5043	4980.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Orthoptera	Tettigoniidae	2	39	10	0.0120767262641876	5625	12398	9732.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Phasmatodea	Phasmatidae	1	9	8	0.130869726826616	4850	10880	7127
Opisthokonta	Metazoa	Arthropoda	Insecta	Phasmatodea	Timematidae	1	1	1	0	5334	5334	5334
Opisthokonta	Metazoa	Arthropoda	Insecta	Siphonaptera	Pulicidae	1	94	42	0.0218476221112404	5159	11517	5658
Opisthokonta	Metazoa	Arthropoda	Insecta	Thysanoptera	Thripidae	2	3	3	0.0135494808966544	5703	6998	6343
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Brachycentridae	2	2	2	0.00531987432996923	5246	6689	5398
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Glossosomatidae	2	1	1	0	5070	6847	5958.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Hydrobiosidae	1	50	3	0.00698174203087418	4602	11502	6979
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Hydropsychidae	3	11	2	0.0226264476113039	6523	6778	6641
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Hydroptilidae	1	4	1	0	7184	7184	7184
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	1	2	1	0	6811	6811	6811
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Leptoceridae	1	5	3	0.00195804863167769	6829	8827	8827
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Limnephilidae	13	80	16	0.0023522798501624	5532	11228	6786.23076923077
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Odontoceridae	3	14	2	0.00693504732329739	5882	7956	7453.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Philopotamidae	1	1	1	0	6768	6768	6768
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Phryganeidae	3	69	3	0.0312689395636858	5215	7298	6500
Opisthokonta	Metazoa	Arthropoda	Insecta	Trichoptera	Rhyacophilidae	5	10	4	0.00327007772615223	5108	6878	6434.8
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Amaurobiidae	2	5	2	0.00857117746463022	4671	13097	4728.5
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Araneidae	9	27	6	0.0339511462768304	4845	10034	5358.88888888889
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Dysderidae	1	18	15	0.0335993293736875	4656	6489	6417
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Linyphiidae	2	98	29	0.0709654430771633	4808	8154	7617.5
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Lycosidae	2	8	2	0.0731545763686101	5332	6342	5837
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Nephilidae	3	32	13	0.0394014287838016	5279	6318	5951.66666666667
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Pisauridae	2	2	2	0.000694399253320776	6521	9983	6524.5
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Tetragnathidae	6	131	6	0.00459047193878736	5145	10025	7543.66666666667
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Theridiidae	4	538	6	0.00946945531222446	5742	6724	6237.5
Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Uloboridae	2	5	3	0.00757071352028245	4904	6105	5263
Opisthokonta	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	4	122	75	0.00437901046089823	4811	12993	7611.75
Opisthokonta	Metazoa	Arthropoda	Arachnida	Mesostigmata	Dermanyssidae	1	11	3	0.00202605523782577	5795	8761	5795
Opisthokonta	Metazoa	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	4	18	1	0	5373	5887	5747
Opisthokonta	Metazoa	Arthropoda	Arachnida	Opiliones	Phalangiidae	1	15	9	0.0798174709486927	8399	12799	10910
Opisthokonta	Metazoa	Arthropoda	Arachnida	Pseudoscorpiones	Chernetidae	1	1	1	0	5366	5366	5366
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Acaridae	3	4	3	0.0330584654369589	6084	6889	6418.66666666667
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Echimyopodidae	3	13	5	0.0170404673705163	6106	6554	6541
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Glycyphagidae	1	32	1	0	5890	5890	5890
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Proctophyllodidae	1	1	1	0	6521	6521	6521
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Psoroptidae	1	14	2	0.0106054190615204	6371	6372	6372
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Pyroglyphidae	6	11	5	0.0100760544164083	6391	6426	6407.16666666667
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Sarcoptidae	2	7	2	0.00474434121047038	6574	6595	6584.5
Opisthokonta	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Trhypochthoniidae	1	21	2	0.00668959476200025	6615	6670	6670
Opisthokonta	Metazoa	Arthropoda	Arachnida	Trombidiformes	Pyemotidae	1	2	1	0	6475	6475	6475
Opisthokonta	Metazoa	Arthropoda	Merostomata	Xiphosura	Limulidae	5	62	7	0.0122549450922632	5281	10682	8011.2
Opisthokonta	Metazoa	Arthropoda	Malacostraca	Amphipoda	Hyalellidae	1	1	1	0	5842	5842	5842
Opisthokonta	Metazoa	Arthropoda	Malacostraca	Decapoda	Atyidae	1	1	1	0	5183	5183	5183
Opisthokonta	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	1	1	1	0	5244	5244	5244
Opisthokonta	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Cyclopettidae	1	7	1	0	6042	6042	6042
Opisthokonta	Metazoa	Arthropoda	Hexanauplia	Harpacticoida	Harpacticidae	2	13	4	0.0277762255745335	5051	10502	8375.5
Opisthokonta	Metazoa	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	3	10	2	0.00182711188038129	6414	10481	7872
Opisthokonta	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	2	8	2	0.00868740635593333	4936	6440	5686.5
Opisthokonta	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	2	54	3	0.000966794027729941	6512	10746	6711
Opisthokonta	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Tomoceridae	3	30	6	0.00651886640731219	5291	9532	7500
Opisthokonta	Metazoa	Arthropoda	Collembola	Poduromorpha	Neanuridae	1	1	1	0	6586	6586	6586
Opisthokonta	Metazoa	Arthropoda	Collembola	Symphypleona	Dicyrtomidae	3	20	4	0.00289761475765606	4994	6746	6405
Opisthokonta	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthuridae	2	166	3	0.00351288010656847	6386	6436	6403
Opisthokonta	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthurididae	1	111	2	0	6365	7198	6365
Opisthokonta	Metazoa	Arthropoda	Branchiopoda	Anostraca	Artemiidae	1	1	1	0	5933	5933	5933
Opisthokonta	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	1	3	3	0.00573878042331297	7743	7797	7743
Opisthokonta	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Limnadiidae	1	39	9	0.0248943626613628	6231	6654	6596
Opisthokonta	Metazoa	Arthropoda	Thecostraca	Balanomorpha	Balanidae	2	5	1	0	6163	6190	6176.5
Opisthokonta	Metazoa	Arthropoda	Thecostraca	Cirripedia	Sacculinidae	2	22	4	0.000534234537159208	6097	12431	6336.5
Opisthokonta	Metazoa	Arthropoda	Thecostraca	Pollicipedomorpha	Pollicipedidae	2	4	2	0.000319340013134744	5877	6327	6073.5
Opisthokonta	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	Scolopendridae	1	4	4	0.0701556737061576	5193	7347	5439
Opisthokonta	Metazoa	Arthropoda	Ostracoda	Podocopida	Cyprididae	2	1	1	0	6158	6516	6337
Opisthokonta	Metazoa	Arthropoda	Ostracoda	Podocopida	Darwinulidae	1	2	2	0.0191979011850888	6444	6462	6462
Opisthokonta	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	2	2	1	0	8931	13305	11118
Opisthokonta	Metazoa	Chordata	Actinopteri	Acipenseriformes	Polyodontidae	1	1	1	0	5142	5142	5142
Opisthokonta	Metazoa	Chordata	Actinopteri	Albuliformes	Albulidae	2	14	2	0.0438995081044767	5167	5509	5327.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Anabantiformes	Channidae	4	157	25	0.0391147654548649	4820	6715	5443.25
Opisthokonta	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	3	12	8	0.0105120888426204	4803	6094	5230.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	6	6	6	0.0465203373285047	4920	5428	5237.16666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	2	24	4	0.00440470362376686	4861	5240	5234
Opisthokonta	Metazoa	Chordata	Actinopteri	Anguilliformes	Muraenidae	2	191	8	0.0524025473102966	4645	5319	5126
Opisthokonta	Metazoa	Chordata	Actinopteri	Anguilliformes	Synaphobranchidae	2	7	1	0	5399	5440	5419.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Argentiniformes	Argentinidae	2	175	1	0	5302	5302	5302
Opisthokonta	Metazoa	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	2	119	1	0	5468	5468	5468
Opisthokonta	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	1	9	8	0.0173012957883828	5064	5315	5251
Opisthokonta	Metazoa	Chordata	Actinopteri	Beloniformes	Belonidae	1	1	1	0	5355	5355	5355
Opisthokonta	Metazoa	Chordata	Actinopteri	Blenniiformes	Blenniidae	2	47	1	0	5289	5418	5353.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	2	11	4	0.01253059742898	5466	5570	5518
Opisthokonta	Metazoa	Chordata	Actinopteri	Carangaria	Centropomidae	2	1	1	0	5361	5361	5361
Opisthokonta	Metazoa	Chordata	Actinopteri	Carangaria	Polynemidae	2	21	21	0.0131494977894566	5238	5381	5272
Opisthokonta	Metazoa	Chordata	Actinopteri	Carangaria	Toxotidae	3	7	7	0.0249126233841631	5091	5269	5229.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	6	26	5	0.0161252146468334	5234	5458	5363.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	1	15	3	0.0340634046850963	4767	5411	5075
Opisthokonta	Metazoa	Chordata	Actinopteri	Centrarchiformes	Sinipercidae	2	2	1	0	5074	5357	5215.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	2	4	1	0	5197	5198	5197.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Characiformes	Anostomidae	1	6	2	0.00348007485745508	5501	5553	5553
Opisthokonta	Metazoa	Chordata	Actinopteri	Characiformes	Characidae	5	250	5	0.0067623406828863	4680	5420	5329.4
Opisthokonta	Metazoa	Chordata	Actinopteri	Characiformes	Erythrinidae	2	108	3	0.0197886145009571	4849	5382	5143.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Characiformes	Hepsetidae	1	2	1	0	5244	5244	5244
Opisthokonta	Metazoa	Chordata	Actinopteri	Characiformes	Serrasalmidae	2	8	5	0.0209963239989649	5309	5626	5330
Opisthokonta	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	12	197	34	0.0131494604741951	4695	6606	5321.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	11	245	5	0.0146974193919034	4864	5305	5123.18181818182
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Denticipitidae	2	4	2	0.00721410124722296	5418	5634	5570.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	2	164	3	0.00382712797198773	4674	5502	5263
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	3	22	6	0.0186610392570429	4900	5148	5058.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	3	349	1	0	4974	4984	4980
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	22	1007	12	0.0170272363629156	4162	5567	5063.04545454545
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	17	28	22	0.0614736523599899	4608	6670	5509.94117647059
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gastromyzontidae	1	2	2	0.0188763156613775	5073	5078	5073
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	8	25	8	0.00413765767150327	4867	5063	5037.625
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	23	116	2	0.00155573677481069	4875	5151	4985.21739130435
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	6	115	3	0.000833022728576847	5000	5143	5072.16666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Xenocyprididae	1	8	1	0	5064	5064	5064
Opisthokonta	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	1	1	1	0	6356	6356	6356
Opisthokonta	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	3	14	14	0.0199459674965238	5177	6969	6000.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	2	12	12	0.016752704558717	6428	6878	6796
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Moronidae	3	6	1	0	5359	5368	5365
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	6	110	2	0.00302694231729281	5228	5439	5383.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	7	308	46	0.0226148321346629	4701	5772	5379.71428571429
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Lotidae	1	14	1	0	5375	5375	5375
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Macrouridae	1	2	1	0	5341	5341	5341
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	1	16	1	0	5393	5393	5393
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Muraenolepididae	1	14	2	0.00716198230112899	5342	5438	5438
Opisthokonta	Metazoa	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	3	3	1	0	5051	5322	5141.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	5	472	8	0.0197238130524579	5071	6716	5242.2
Opisthokonta	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	3	3	3	0.0878315639923045	4972	5158	5068.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	2	2	1	0	5323	5324	5323.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Istiophoriformes	Istiophoridae	1	1	1	0	5180	5180	5180
Opisthokonta	Metazoa	Chordata	Actinopteri	Istiophoriformes	Xiphiidae	1	2	2	0.0798545905989879	4989	5248	5248
Opisthokonta	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	2	6	2	0.0149113580701624	5347	5393	5387
Opisthokonta	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	3	270	8	0.00321351218447465	5365	5427	5391.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Lampriformes	Lampridae	3	70	11	0.00737803738780228	5064	6891	5293
Opisthokonta	Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	3	183	2	0.000940958200919745	5271	5368	5324
Opisthokonta	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	6	295	4	0.00249170515147105	5021	5581	5359
Opisthokonta	Metazoa	Chordata	Actinopteri	Notacanthiformes	Halosauridae	1	4	3	0.00525585859601226	5513	5524	5524
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	3	7	1	0	5204	5208	5206.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Plecoglossidae	1	2	1	0	5517	5517	5517
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Salangidae	2	109	3	0.0470963304236685	4912	5319	5113.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	1	11	11	0.0256381321946996	4897	5436	4897
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Embiotocidae	1	1	1	0	4993	4993	4993
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Pomacanthidae	1	2	1	0	5213	5213	5213
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Pomacentridae	4	33	7	0.0153765284536209	4957	5452	5234
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	1	2	1	0	5282	5282	5282
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Anoplopomatidae	1	1	1	0	5230	5230	5230
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Artedidraconidae	1	1	1	0	6357	6357	6357
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	3	23	1	0	5052	5358	5255.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	4	16	1	0	5086	5169	5141
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	4	86	2	0.00822757736615077	5122	5313	5174.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	8	65	4	0.00691381526326344	4723	5014	4972.375
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Harpagiferidae	2	4	1	0	5210	5334	5272
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Hexagrammidae	1	5	4	0.0145985963826622	4977	5242	5124
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	7	403	7	0.00259548379305403	5248	5413	5370.57142857143
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	10	66	58	0.0189245116419007	5004	5544	5356.6
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Pholidae	2	196	3	0.00410644642206198	4976	5245	5099
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Scorpaenidae	1	5	1	0	5097	5097	5097
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	8	13	7	0.00339149148404832	5228	6482	5534.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	10	22	19	0.00680394025222791	4680	5381	5303.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Stichaeidae	2	81	1	0	5251	5254	5252.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Synanceiidae	1	17	17	0.0894371285081464	5289	5405	5318
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Triglidae	2	115	1	0	5331	5331	5331
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Zoarcidae	3	270	7	0.00396153841644661	5161	5282	5200.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	7	238	31	0.00518918437280683	4981	5586	5424
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	36	443	50	0.0219399477979793	4703	6606	5180.94444444444
Opisthokonta	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	7	232	2	0.000370136453174626	4867	5446	5322.57142857143
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Ariidae	1	1	1	0	5343	5343	5343
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	3	4	3	0.000386047808915933	4985	5564	5331
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Clariidae	6	35	21	0.00759963334904013	4836	5640	5387.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Cranoglanididae	1	16	3	0.0338542695924696	4914	5132	4914
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	2	4	4	0.0584655654434865	4723	4920	4784.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	5	72	6	0.0141874569819512	4599	5094	5087
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Plotosidae	1	4	4	0.0231875385864345	5045	5106	5106
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Siluridae	1	3	1	0	5145	5145	5145
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Trichomycteridae	1	50	1	0	4939	4939	4939
Opisthokonta	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	3	22	3	0.00325338790506171	5429	5479	5448
Opisthokonta	Metazoa	Chordata	Actinopteri	Stomiiformes	Stomiidae	2	31	3	0.0152957562720922	5104	5192	5145
Opisthokonta	Metazoa	Chordata	Actinopteri	Syngnathiformes	Callionymidae	2	11	1	0	5208	5322	5265
Opisthokonta	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	1	1	1	0	5479	5479	5479
Opisthokonta	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	5	94	1	0	5175	5383	5220.6
Opisthokonta	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	5	34	7	0.0541286885764735	4893	5510	5240.2
Opisthokonta	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	1	66	1	0	5486	5486	5486
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Myobatrachidae	1	2	2	0.0727845750775223	5005	5096	5096
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	1	7	7	0.00435854234818351	4950	5228	5089
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Pipidae	1	2	2	0.0225245210770179	5128	5266	5128
Opisthokonta	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	1	1	1	0	5551	5551	5551
Opisthokonta	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	1	1	1	0	6922	6922	6922
Opisthokonta	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	6	22	5	0.00306554888678445	4728	11428	7859.5
Opisthokonta	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	2	5	1	0	4560	6060	5310
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	1	1	1	0	5179	5179	5179
