supergroup	division	subdivision	class	order	family	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	2	2	1	0	6706	6706	6706
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	2	1	1	0	6770	6770	6770
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	1	1	1	0	6524	6524	6524
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	1	1	1	0	6952	6952	6952
Opisthokonta	Metazoa	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	1	350	2	0.00577562529534534	6104	6106	6104
Opisthokonta	Metazoa	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	2	23	3	0.00923760301233857	5596	6201	5987.5
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	2	564	41	0.00810092661030216	5610	12563	6162.5
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	3	888	665	0.00631822021282827	4410	10074	6030.33333333333
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Corellidae	1	368	5	0.00375634745421738	5401	10053	5401
Opisthokonta	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	2	2	1	0	5060	5142	5101
Opisthokonta	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	1	4	4	0.0596167127639534	6058	6768	6768
Opisthokonta	Metazoa	Chordata	Dipnoi	Ceratodontiformes	Ceratodontidae	1	3	3	0.228113275686215	4649	12392	6263
Opisthokonta	Metazoa	Chordata	Dipnoi	Ceratodontiformes	Protopteridae	1	106	106	0.127838560939061	4894	7125	6247
Opisthokonta	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	1	4	4	0.0140642686959011	7027	7153	7027
Opisthokonta	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	2	83	9	0.00309705920358486	5137	6937	6596
Opisthokonta	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	1	6	1	0	5388	5388	5388
Opisthokonta	Metazoa	Mollusca	Gastropoda	Caenogastropoda	Lymnaeidae	1	1	1	0	6527	6527	6527
Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Planorbidae	9	236	16	0.0064210038054851	5479	6911	6504.44444444444
Opisthokonta	Metazoa	Mollusca	Gastropoda	Hygrophila	Physidae	2	306	4	0.00332632459896796	5400	6594	5997
Opisthokonta	Metazoa	Mollusca	Gastropoda	Lepetellida	Haliotidae	6	65	5	0.0722817676577318	5749	6451	6234.83333333333
Opisthokonta	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Ranellidae	1	3	3	0.33810595049839	5211	6564	6426
Opisthokonta	Metazoa	Mollusca	Gastropoda	Neogastropoda	Buccinidae	1	11	1	0	6405	6405	6405
Opisthokonta	Metazoa	Mollusca	Gastropoda	Neogastropoda	Conidae	1	18	18	0.0264059918713798	4781	6980	4935
Opisthokonta	Metazoa	Mollusca	Gastropoda	Neogastropoda	Muricidae	1	12	3	0.221102774474078	5797	6789	6717
Opisthokonta	Metazoa	Mollusca	Gastropoda	Neogastropoda	Raphitomidae	1	1	1	0	4783	4783	4783
Opisthokonta	Metazoa	Mollusca	Gastropoda	Neomphalina	Peltospiridae	2	16	16	0.10271546167819	4707	6546	5986.5
Opisthokonta	Metazoa	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	1	1	1	0	6567	6567	6567
Opisthokonta	Metazoa	Mollusca	Gastropoda	Nudibranchia	Dironidae	2	1	1	0	6958	7140	7049
Opisthokonta	Metazoa	Mollusca	Gastropoda	Nudibranchia	Tritoniidae	1	1	1	0	7140	7140	7140
Opisthokonta	Metazoa	Mollusca	Gastropoda	Patellogastropoda	Lottiidae	1	31	1	0	5226	5226	5226
Opisthokonta	Metazoa	Mollusca	Gastropoda	Patellogastropoda	Patellidae	4	28	6	0.0302691654901459	6253	6893	6652.75
Opisthokonta	Metazoa	Mollusca	Gastropoda	Stylommatophora	Achatinidae	1	2	1	0	5282	5282	5282
Opisthokonta	Metazoa	Mollusca	Gastropoda	Stylommatophora	Arionidae	1	7	7	0.290328492320198	6099	6710	6501
Opisthokonta	Metazoa	Mollusca	Gastropoda	Trochida	Trochidae	5	3	1	0	6334	6369	6347.4
Opisthokonta	Metazoa	Mollusca	Bivalvia	Arcoida	Arcidae	2	2	1	0	5382	6346	5864
Opisthokonta	Metazoa	Mollusca	Bivalvia	Cardiida	Cardiidae	11	34	3	0.0173569716657942	5267	10159	6368.09090909091
Opisthokonta	Metazoa	Mollusca	Bivalvia	Cardiida	Solecurtidae	1	26	11	0.198582403360648	4939	6613	4939
Opisthokonta	Metazoa	Mollusca	Bivalvia	Myida	Dreissenidae	3	505	2	0.00273547326533841	6517	6568	6533
Opisthokonta	Metazoa	Mollusca	Bivalvia	Myida	Myidae	2	1	1	0	5511	6554	6032.5
Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	14	107	96	0.0169840542032026	4640	11390	6824.5
Opisthokonta	Metazoa	Mollusca	Bivalvia	Ostreida	Ostreidae	15	73	4	0.00964919270305773	5104	6800	6526.93333333333
Opisthokonta	Metazoa	Mollusca	Bivalvia	Pectinida	Anomiidae	1	1	1	0	5481	5481	5481
Opisthokonta	Metazoa	Mollusca	Bivalvia	Pectinida	Pectinidae	5	46	20	0.0560017580139502	5075	6567	6053.2
Opisthokonta	Metazoa	Mollusca	Bivalvia	Pterioida	Pinnidae	1	1	1	0	6645	6645	6645
Opisthokonta	Metazoa	Mollusca	Bivalvia	Unionida	Unionidae	2	126	1	0	6525	6527	6526
Opisthokonta	Metazoa	Mollusca	Bivalvia	Venerida	Cyrenidae	1	1	1	0	6526	6526	6526
Opisthokonta	Metazoa	Mollusca	Bivalvia	Venerida	Mactridae	3	6	1	0	6635	6723	6664.33333333333
Opisthokonta	Metazoa	Mollusca	Bivalvia	Venerida	Veneridae	3	4	4	0.0350766196041681	5467	6800	6083
Opisthokonta	Metazoa	Echinodermata	Echinoidea	Camarodonta	Echinidae	1	1	1	0	5899	5899	5899
Opisthokonta	Metazoa	Echinodermata	Echinoidea	Camarodonta	Echinometridae	2	6	2	0.00360756886988706	5634	6497	6478.5
Opisthokonta	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	1	6	1	0	4792	4792	4792
Opisthokonta	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	2	10	2	0.000620515594428068	6451	6499	6461
Opisthokonta	Metazoa	Echinodermata	Holothuroidea	Apodida	Chiridotidae	1	11	6	0.00466742487250921	6611	6663	6662
Opisthokonta	Metazoa	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	1	1	1	0	7051	7051	7051
Opisthokonta	Metazoa	Echinodermata	Holothuroidea	Aspidochirotida	Stichopodidae	1	1	1	0	5533	5533	5533
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	5	28	1	0	5577	5610	5588
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Labidiasteridae	1	2	1	0	5544	5544	5544
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Valvatida	Acanthasteridae	5	4	2	0.032971026856265	5385	5682	5558.2
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Valvatida	Asterinidae	3	26	2	0.00112290433952369	5345	5393	5359
Opisthokonta	Metazoa	Echinodermata	Ophiuroidea	Amphilepidida	Ophiodermatidae	1	45	45	0.168448972808364	4772	6999	6879
Opisthokonta	Metazoa	Echinodermata	Crinoidea	Comatulida	Antedonidae	2	710	6	0.00145794947492339	6093	10310	6221
Opisthokonta	Metazoa	Nematoda	Chromadorea	Araeolaimida	Comesomatidae	1	3	1	0	5641	5641	5641
Opisthokonta	Metazoa	Nematoda	Chromadorea	Desmodorida	Epsilonematidae	1	4	1	0	6157	6157	6157
Opisthokonta	Metazoa	Nematoda	Chromadorea	Monhysterida	Linhomoeidae	2	18	3	0.0133799561763404	4760	6200	5480
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Alloionematidae	2	2	1	0	5578	5578	5578
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Anguinidae	2	1	1	0	6110	6118	6114
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	12	32	10	0.00396542078411402	5036	6249	6016.83333333333
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Ascarididae	5	3	3	0.00241935858540875	4867	6417	5808.4
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Bunonematidae	1	1	1	0	5474	5474	5474
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Cosmocercidae	2	1	1	0	4957	4957	4957
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Diplogasteridae	2	42	2	0.00760949086365397	6096	6151	6136.5
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Heteroderidae	5	12	1	0	5288	6433	5537.6
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	12	55	11	0.0246934867691514	4415	10248	5905.41666666667
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	2	24	3	0.000277905991922313	6006	6131	6080.5
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	2	11	2	0.00217766389434931	6702	6710	6706
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	7	434	6	0.0194385467450638	4543	6541	6147.28571428571
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Pratylenchidae	2	47	15	0.0119465546996708	4955	6338	6193.5
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	54	156	3	0.00686356838287589	4801	6466	6172.18518518519
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Steinernematidae	1	19	1	0	6043	6043	6043
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	3	21	2	0.000398756169307044	4751	5891	5479
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	Toxocaridae	1	1	1	0	6235	6235	6235
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	1	1	1	0	6251	6251	6251
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	1	3	1	0	6820	6820	6820
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	1	9	1	0	5250	5250	5250
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	1	19	1	0	5252	5252	5252
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmosomatidae	6	448	13	0.00908797446245573	4609	6299	5043.83333333333
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Protostrongylidae	1	6	1	0	6724	6724	6724
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	Strongylidae	1	20	1	0	4998	4998	4998
Opisthokonta	Metazoa	Nematoda	Enoplea	Dorylaimida	Dorylaimidae	1	1	1	0	6153	6153	6153
Opisthokonta	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Macrostomidae	2	679	76	0.0131993968001318	4910	11943	6823.5
Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	1	1	1	0	6682	6682	6682
Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	11	86	25	0.0115613880783614	4929	7239	6330.18181818182
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Actinernidae	1	202	3	0.00581208691252742	6269	6286	6286
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Actiniidae	2	113	3	0.00315701143767024	5695	6101	6056
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	1	5	1	0	6128	6128	6128
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	3	140	15	0.0115157522569652	4870	8136	6360.33333333333
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Isophelliidae	1	2	2	0.0382130933423243	5463	6006	5463
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Metridiidae	2	206	1	0	5764	5990	5877
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	Stichodactylidae	1	1	1	0	5455	5455	5455
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Clavulariidae	3	1	1	0	4587	5818	5384
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Nephtheidae	1	8	8	0.0117350801139205	5277	5958	5277
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Xeniidae	1	11	5	0.0284356027549993	5663	6672	6672
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	1	1	1	0	6131	6131	6131
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Helioporacea	Helioporidae	1	3	3	0.0837266406345491	4541	6217	4761
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Acroporidae	5	21	2	0.000738748244455272	5547	6235	5783
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	1	3	2	0.00325062171040302	5691	6022	6022
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	1	2	1	0	4409	4409	4409
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	2	3	2	0.0035099628148903	6303	6346	6324.5
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Merulinidae	1	1	1	0	6049	6049	6049
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	2	10	3	0.0136361841759149	5538	6408	6188
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Poritidae	3	25	19	0.00432860415996609	5910	6084	6050.33333333333
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Scleractinia_x	1	26	2	0.00581422116973955	6055	6073	6055
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	Scleractinia_X	1	7	1	0	6065	6065	6065
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydractiniidae	3	880	40	0.0409780904896564	5102	10417	5730.66666666667
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	2	50	40	0.00356272893607638	6057	6322	6238.5
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Oceaniidae	1	1	1	0	5689	5689	5689
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	1	2	2	0.00836845436556014	5454	5969	5969
Opisthokonta	Metazoa	Cnidaria	Scyphozoa	Rhizostomeae	Rhizostomatidae	2	7	1	0	6254	6254	6254
Opisthokonta	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	3	11	3	0.000366084689426429	5002	9527	6525.33333333333
Opisthokonta	Metazoa	Cnidaria	Staurozoa	Stauromedusae	Haliclystidae	2	18	2	0.00259854243440998	5477	6034	5755.5
Opisthokonta	Metazoa	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	2	4	1	0	4558	4795	4676.5
Opisthokonta	Metazoa	Ctenophora	Tentaculata	Lobata	Bolinopsidae	1	1	1	0	5511	5511	5511
Opisthokonta	Metazoa	Ctenophora	Nuda	Beroida	Beroidae	1	2	2	0.0657820534949755	6059	6236	6236
Opisthokonta	Metazoa	Annelida	Clitellata	Crassiclitellata	Lumbricidae	4	44	6	0.000381433034788017	6652	10955	7598.5
Opisthokonta	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeidae	1	1	1	0	4663	4663	4663
Opisthokonta	Metazoa	Annelida	Clitellata	Hirudinida	Hirudinidae	3	3	2	0.000185022863523201	5471	6584	6205
Opisthokonta	Metazoa	Annelida	Clitellata	Hirudinida	Piscicolidae	2	10	1	0	6435	6435	6435
Opisthokonta	Metazoa	Annelida	Polychaeta	Phyllodocida	Nereididae	1	1	1	0	5979	5979	5979
Opisthokonta	Metazoa	Annelida	Polychaeta	Phyllodocida	Polynoidae	7	380	2	0.00200477318110725	4440	6670	6545.71428571429
Opisthokonta	Metazoa	Annelida	Polychaeta	Phyllodocida	Sigalionidae	2	646	3	0.00235736646734234	6412	6551	6494.5
Opisthokonta	Metazoa	Annelida	Polychaeta	Polychaeta_X	Dinophilidae	1	7	1	0	6752	6752	6752
Opisthokonta	Metazoa	Annelida	Polychaeta	Sabellida	Oweniidae	1	2	1	0	6327	6327	6327
Opisthokonta	Metazoa	Annelida	Polychaeta	Sabellida	Serpulidae	2	4	2	0.0121487929367048	5989	6926	6438.5
Opisthokonta	Metazoa	Annelida	Polychaeta	Sabellida	Siboglinidae	2	11	6	0.0116185786781092	4754	10762	7311.5
Opisthokonta	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	Priapulidae	1	1	1	0	7473	7473	7473
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Adinetida	Adinetidae	8	25	2	0.000100046258405511	5599	7045	6160.125
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Bdelloida	Philodinidae	15	6	4	0.00232837513109838	4453	10979	6330.73333333333
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Philodinida	Philodinidae	3	5	2	0.00196007642242938	5137	6288	5897.66666666667
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Ploima	Brachionidae	6	10	2	0.00322254629385149	6166	6297	6236
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Ploima	Proalidae	1	2	1	0	6171	6171	6171
Opisthokonta	Metazoa	Tardigrada	Eutardigrada	Parachela	Hypsibiidae	2	3	1	0	6667	6667	6667
Opisthokonta	Metazoa	Tardigrada	Eutardigrada	Parachela	Macrobiotidae	1	3	3	0.00908401976945747	5000	7748	5000
Opisthokonta	Metazoa	Tardigrada	Eutardigrada	Parachela	Ramazzottiidae	1	3	1	0	6649	6649	6649
Opisthokonta	Metazoa	Spiralia	Bryozoa	Phylactolaemata	Cristatellidae	1	4	1	0	6675	6675	6675
Opisthokonta	Metazoa	Spiralia	Annelida	Golfingiida	Sipunculidae	1	49	1	0	5300	5300	5300
Opisthokonta	Metazoa	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Pomphorhynchidae	1	46	15	0.000751740691595591	6064	10883	10776
Opisthokonta	Metazoa	Nemertea	Pilidiophora	Heteronemertea	Lineidae	2	4	1	0	6413	6415	6414
Opisthokonta	Metazoa	Porifera	Demospongiae	Agelasida	Agelasidae	2	258	3	0.00393833834774453	5999	6092	6077.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Chondrillida	Chondrillidae	2	23	8	0.0203731425292351	4624	6050	5337
Opisthokonta	Metazoa	Porifera	Demospongiae	Dendroceratida	Halisarcidae	2	4	1	0	6168	6169	6168.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Haplosclerida	Petrosiidae	1	10	3	0.0486543263102013	6668	6735	6668
Opisthokonta	Metazoa	Porifera	Demospongiae	Poecilosclerida	Cladorhizidae	2	36	3	0.00156762053048009	6190	7588	6261.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Spongillida	Spongillidae	2	57	1	0	5854	6144	5999
Opisthokonta	Metazoa	Porifera	Demospongiae	Tetractinellida	Geodiidae	1	1	1	0	5977	5977	5977
Opisthokonta	Metazoa	Porifera	Demospongiae	Verongiida	Aplysinidae	2	120	5	0.0147660407894965	5866	6075	6056
Opisthokonta	Metazoa	Porifera	Homoscleromorpha	Homosclerophorida	Oscarellidae	2	15	3	0.0131476043461517	5885	5991	5990
Opisthokonta	Metazoa	Porifera	Homoscleromorpha	Homosclerophorida	Plakinidae	2	1	1	0	5419	5428	5423.5
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Cephaloascaceae	1	1	1	0	5735	5735	5735
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	332	31	10	0.000727975714079644	4333	6224	5594.28012048193
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	2	1	1	0	5168	5662	5415
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	26	5	1	0	4322	5782	5425.26923076923
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	12	15	1	0	4564	5400	5224.66666666667
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	69	56	11	0.000370133499129539	4446	6116	5630.08695652174
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	192	54	6	0.000917925755318693	4580	5878	5649.58854166667
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	1208	208	19	0.00317674456650307	4405	6489	5719.4048013245
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_X	36	2	1	0	4221	6060	5571.61111111111
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	46	29	6	0.00343165226290409	4893	5891	5827.86956521739
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	24	51	1	0	4759	6184	5664.08333333333
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	36	7	2	0.000324877149807826	4255	6584	5463.52777777778
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	7	12	1	0	4531	6122	5653.71428571429
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	1	1	1	0	5675	5675	5675
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_X	2	3	3	0.0532555018063461	4751	6547	5894.5
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	29	7	1	0	4583	6171	5808.06896551724
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	2	1	1	0	5224	5696	5460
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	596	54	16	0.00196853375920041	4333	6190	5527.12080536913
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	22	8	3	0.00132379836668829	4644	5688	5630.86363636364
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	36	13	2	9.51532947740378e-05	4384	6029	5559.16666666667
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	31	16	1	0	4307	5716	5649.61290322581
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	2	4	1	0	4634	5688	5161
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	33	11	3	0.000744082537999602	5172	6141	5458.60606060606
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Nannizziopsiaceae	2	5	4	0.0163739988108525	5570	5701	5625.5
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	75	18	3	0.0102778229624077	4523	5797	5285.05333333333
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_X	6	4	1	0	5671	5766	5712.66666666667
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigoidaceae	1	1	1	0	5653	5653	5653
Opisthokonta	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	24	14	4	0.0034603825008944	4848	6226	6085.08333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	5	6	1	0	5499	5691	5649.2
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Coronophorales	Scortechiniaceae	1	1	1	0	4744	4744	4744
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	21	10	1	0	4682	6159	5324.71428571429
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	15	16	2	0.00998156831175718	4541	5871	5580.6
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Erythrogloeaceae	1	1	1	0	5670	5670	5670
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	5	5	1	0	5649	5922	5758.4
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Juglanconidaceae	3	1	1	0	5657	5659	5658.33333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	8	9	1	0	5170	5682	5613.5
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	150	82	28	0.0802053061570067	4374	6067	5604.38666666667
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	55	115	13	0.0476512578092957	4661	5958	5561
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	1	2	2	0.0106287873710566	5441	5458	5458
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	7	126	8	0.000921854332515508	4398	6398	5619.57142857143
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	89	261	10	0.00703405930573479	4396	6161	5539.61797752809
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	259	25	5	0.00821995475965838	4367	6437	5624.29343629344
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	79	44	5	0.00102697816042445	4392	5861	5614.88607594937
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_X	13	34	1	0	4185	5664	5029
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	585	1078	37	0.00142890337212121	4290	6605	5522.81367521368
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	32	16	5	0.00355645951672152	4366	5985	5372.8125
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	3	6	2	0.00111453251426039	5622	5741	5654.33333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	6	6	2	0.00146251221737506	5588	6008	5689.83333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	1	48	48	0.149780899391195	5122	5675	5644
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	1	1	1	0	5607	5607	5607
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthales_X	1	37	3	0.00470499401790497	5584	5594	5594
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	185	44	25	0.00189015271216366	4340	5697	5586.82162162162
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	31	12	3	0.00324414477117253	4678	5839	5635.67741935484
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Microascales	Gondwanamycetaceae	1	1	1	0	6189	6189	6189
