supergroup	division	subdivision	class	order	family	genus	species	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Acytosteliaceae	Heterostelium	Heterostelium multicystogenum	1	2	1	0	6829	6829	6829
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Acytosteliaceae	Rostrostelium	Rostrostelium ellipticum	1	1	1	0	5260	5260	5260
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Cavenderiaceae	Cavenderia	Cavenderia deminutiva	1	1	1	0	6731	6731	6731
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyostelia	Dictyostelia	Synstelium	Synstelium polycarpum	1	1	1	0	6692	6692	6692
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliaceae	Dictyostelium	Dictyostelium discoideum	1	1	1	0	6669	6669	6669
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliaceae	Polysphondylium	Polysphondylium violaceum	1	1	1	0	5515	5515	5515
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliales_X	Coremiostelium	Coremiostelium polycephalum	1	1	1	0	6837	6837	6837
Amoebozoa	Evosea	Variosea	Variosea_X	Cavosteliida	Cavosteliaceae	Planoprotostelium	Planoprotostelium fungivorum	1	1	1	0	5778	5778	5778
Amoebozoa	Evosea	Variosea	Variosea_X	Protosteliida	Protosteliaceae	Protostelium	Protostelium mycophagum	1	1	1	0	4891	4891	4891
Amoebozoa	Discosea	Discosea_X	Longamoebia	Centramoebida	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii	3	2	1	0	5537	5726	5661
Amoebozoa	Discosea	Discosea_X	Longamoebia	Centramoebida	Balamuthiidae	Balamuthia	Balamuthia mandrillaris	3	59	36	0.0176549116411275	4814	7027	6079.66666666667
Amoebozoa	Discosea	Discosea_X	Longamoebia	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022a	1	1	1	0	5689	5689	5689
Amoebozoa	Discosea	Discosea_X	Longamoebia	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022b	1	4	3	0.00826744021859662	5650	5733	5733
Amoebozoa	Discosea	Discosea_X	Longamoebia	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022c	1	1	1	0	5617	5617	5617
Amoebozoa	Discosea	Discosea_X	Himatismenida	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium minus	1	1	1	0	5385	5385	5385
Amoebozoa	Tubulinea	Echinamoebida	Echinamoebida_X	Echinamoebida	Echinamoebida	Vermamoeba	Vermamoeba vermiformis	1	8	2	0.102878115238385	6055	6125	6125
Apusozoa	Apusozoa_XX	Apusozoa_XXX	Apusozoa_XXXX	Apusomonadida	Apusomonadidae	Thecamonas	Thecamonas trahens	1	1	1	0	6118	6118	6118
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus calamus	1	13	2	0.00255182392275452	5242	5839	5242
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus gramineus	1	1	1	0	5373	5373	5373
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Colocasia	Colocasia esculenta	2	5	1	0	5905	5906	5905.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Lemna	Lemna minuta	1	1	1	0	5918	5918	5918
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spirodela	Spirodela intermedia	2	46	16	0.00916712751592045	4512	6092	5114
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spirodela	Spirodela polyrhiza	3	10	2	0.0011661021965856	6038	6062	6050.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Wolffia	Wolffia australiana	4	6	3	0.00610044993307905	6037	6162	6085.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Zosteraceae	Zostera	Zostera nigricaulis	1	7	7	0.0202260197687559	4487	5276	4487
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	Amborella trichopoda	1	3	3	0.137207665851146	5741	5811	5755
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Centella	Centella asiatica	1	2	1	0	5828	5828	5828
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum	Heracleum sosnowskyi	1	1546	10	0.00540218611430328	5722	5882	5809
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Oenanthe	Oenanthe javanica	1	1	1	0	5047	5047	5047
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Hedera	Hedera helix	2	773	23	0.00769972256923116	4633	5904	5829.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax	Panax japonicus	1	2	2	0.0872892388974106	4470	5819	4470
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax	Panax notoginseng	1	49	11	0.0635776789018246	5539	5818	5818
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax	Panax quinquefolius	1	6	6	0.225900896358567	4381	6217	6137
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax	Panax stipuleanatus	1	2	2	0.045304356205835	5172	5749	5172
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum	Pittosporum tobira	1	1	1	0	5693	5693	5693
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex aquifolium	2	1020	6	0.0119458445080939	4437	5898	5851
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex asprella	1	1	1	0	5687	5687	5687
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex paraguariensis	1	7	2	0.0197144946801978	5038	5848	5038
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Areca	Areca catechu	1	173	162	0.0425986811566619	4422	5933	5043
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Calamus	Calamus simplicifolius	1	50	12	0.0448391969598771	5594	5923	5922
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Cocos	Cocos nucifera	2	16	3	0.0502972240443698	4580	5988	5941
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Metroxylon	Metroxylon sagu	1	6	5	0.089401044068983	5265	5917	5265
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix	Phoenix dactylifera	2	56	24	0.0126482334097355	4842	5928	5759
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium cepa	3	2907	227	0.0722404988492751	4475	6234	5428
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium fistulosum	1	2393	95	0.0221037005999417	4378	5928	5865
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium sativum	2	4714	783	0.0339866382861867	4442	6159	5282.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus kiusianus	4	6	1	0	4840	5883	5361.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus officinalis	1	2	2	0.0176454252891962	4498	5324	4498
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus setaceus	1	1	1	0	4661	4661	4661
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Hemerocallis	Hemerocallis citrina	1	5	5	0.0877153495855794	4445	5868	4445
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Hyacinthaceae	Scilla	Scilla litardierei	1	1402	50	0.02850577555629	4439	5930	5664
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris	Iris pallida	1	94	53	0.0164088733530875	4685	5935	5434
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Cymbidium	Cymbidium sinense	1	1	1	0	5282	5282	5282
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium catenatum	1	1	1	0	5856	5856	5856
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium chrysotoxum	1	17	4	0.00841678676991235	4704	5871	5520
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium nobile	1	3	3	0.0212466515706069	5720	5809	5809
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium officinale	1	2	2	0.0324131136334151	5900	5909	5900
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Gastrodia	Gastrodia elata	2	5	2	0.0297846321749252	5629	5846	5833.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Papilionanthe	Papilionanthe hookeriana x Papilionanthe teres	1	2	2	0.154545261048558	5281	5880	5281
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis	Phalaenopsis equestris	1	1	1	0	5876	5876	5876
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Vanilla	Vanilla planifolia	3	3	3	0.274146127255717	4413	5662	4756.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia artemisiifolia	1	1400	10	0.00671543654732869	5807	5916	5862
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia trifida	1	654	20	0.00673337460207615	4682	5877	5842
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia x helenae	2	77	10	0.00793912731175759	5532	5876	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Arctium	Arctium minus	2	1051	13	0.0160893285096175	5836	5912	5847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia argyi	3	197	58	0.0588965301989982	4512	6015	5790.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia tridentata	2	38	17	0.0834529025421435	4956	5872	5598
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens hawaiensis	2	1260	11	0.0334797670047556	4621	5913	5848
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Calendula	Calendula officinalis	1	1	1	0	5854	5854	5854
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea solstitialis	1	235	120	0.189767903789758	4477	6372	5837
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centrapalus	Centrapalus pauciflorus	1	7	1	0	5834	5834	5834
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum	Chrysanthemum lavandulifolium	1	2	2	0.0603588871732395	5618	5670	5670
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum	Chrysanthemum makinoi	1	16	9	0.107455220664483	5550	5847	5550
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum	Chrysanthemum seticuspe	1	3	3	0.045102435039035	4427	5612	5612
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cichorium	Cichorium intybus	2	1135	52	0.00539532277658342	4851	5931	5562.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara	Cynara cardunculus	1	1	1	0	4457	4457	4457
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis	2	7	1	0	4647	5835	5241
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria bidentis	1	1	1	0	4746	4746	4746
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria floridana	1	1	1	0	4666	4666	4666
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria linearis	1	3	1	0	5851	5851	5851
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria ramosissima	1	5	1	0	5856	5856	5856
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria robusta	1	26	2	0.00345676852385476	5812	5849	5849
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria sonorensis	1	22	3	0.00417812656874737	5808	5858	5858
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria trinervia	1	2	2	0.00566908062412056	4438	5813	5813
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Glebionis	Glebionis coronaria	1	435	3	0.00345662108627479	5833	5869	5833
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus annuus	8	2334	10	0.0359660741612705	4726	5859	5856.125
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus tuberosus	1	4344	37	0.0139741443576193	4816	5921	5841
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum umbraculigerum	1	749	20	0.00873823091499367	5497	5883	5840
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	Lactuca saligna	1	4	3	0.00838232918784887	4553	5165	5123
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	Lactuca sativa	3	194	3	0.0283356248108437	4629	5865	5443.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	Lactuca virosa	1	12	1	0	5853	5853	5853
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania micrantha	1	9	5	0.00834608931735945	5845	5879	5861
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pseudognaphalium	Pseudognaphalium luteoalbum	2	402	3	0.00300522806198618	5839	5845	5839.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pulicaria	Pulicaria dysenterica	1	560	10	0.0101955081127406	5786	5828	5807
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Scalesia	Scalesia atractyloides	1	11	9	0.119383364956123	4867	6936	5111
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio squalidus	1	2	2	0.00480132924149594	5447	5854	5854
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Silybum	Silybum marianum	1	3051	2097	0.00796034471699663	4183	5897	5646
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Smallanthus	Smallanthus sonchifolius	1	3786	151	0.0115427558585325	4468	5934	5851
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes erecta	2	440	18	0.0171067960769965	4825	5911	5341.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum coccineum	1	26	22	0.113518643016385	4737	6027	5742
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Adenophora	Adenophora triphylla	1	10	10	0.0387182342641438	4869	5893	4869
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula takesimana	1	4	4	0.0296092353549099	5761	5904	5890
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Codonopsis	Codonopsis lanceolata	1	3	3	0.0959212203083268	4676	5796	4676
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Platycodon	Platycodon grandiflorus	1	2	2	0.0547172019180476	4502	5666	5666
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	Echium plantagineum	1	12	2	0.003151754241457	4510	5770	4510
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Lithospermum	Lithospermum erythrorhizon	2	14	14	0.200886897876389	5478	5832	5711
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Hydrophyllaceae	Nemophila	Nemophila menziesii	2	1221	4	0.00824923408797566	5760	5816	5795
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Akaniaceae	Bretschneidera	Bretschneidera sinensis	2	2617	71	0.0148072411894067	4895	5913	5861
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Aethionema	Aethionema arabicum	1	1	1	0	5816	5816	5816
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Anastatica	Anastatica hierochuntica	1	1	1	0	5244	5244	5244
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis arenosa	3	514	48	0.00802253961706965	4741	6019	5821.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis lyrata	2	37	1	0	5772	5822	5797
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis suecica	2	55	3	0.0119424817660335	5762	5846	5821
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana	150	339	120	0.00492724461128051	4439	6618	5761.9
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana x Arabidopsis arenosa	2	29	1	0	5779	5822	5800.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	Arabis nordmanniana	1	1	1	0	5669	5669	5669
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Boechera	Boechera divaricarpa	1	91	16	0.0916987252676281	5459	6242	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Boechera	Boechera stricta	2	7	7	0.0658644807935656	4650	5789	5484
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica balearica	1	88	85	0.0293448384012358	4463	5838	5772
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica carinata	1	73	73	0.0460957558228148	4572	5802	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica incana	1	151	6	0.0165618989312821	4897	5839	4897
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica juncea	5	669	164	0.0231009972570805	4282	6094	5278.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica napus	5	1138	129	0.0280709656199021	4275	5942	5566.6
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica nigra	1	201	201	0.0238381608986604	4337	5743	5510
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea	5	91	49	0.0235755305614522	4577	5931	5577.8
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa	7	3290	418	0.0204274203747797	4239	6037	5597.71428571429
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica x Raphanus	Brassica rapa x Raphanus sativus	1	1	1	0	4464	4464	4464
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina laxa	1	28	3	0.0729296025176697	5455	5978	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina neglecta	2	46	4	0.0273756933882256	5597	5861	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina sativa	1	111	3	0.00370216864708291	5670	5825	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine occulta	1	67	53	0.0343026142512139	4732	5826	5769
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Conringia	Conringia planisiliqua	1	34	1	0	4430	4430	4430
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Diplotaxis	Diplotaxis tenuifolia	1	1	1	0	5820	5820	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Erysimum	Erysimum cheiranthoides	1	7	5	0.0188006618167087	5460	5820	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	Eutrema japonicum	2	52	16	0.0233873363167552	4809	5829	5825.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	Eutrema salsugineum	2	33	22	0.013171777562755	4763	5818	5766
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	Eutrema yunnanense	1	3	2	0.00935625255182207	5815	5823	5823
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hirschfeldia	Hirschfeldia incana	1	1	1	0	5826	5826	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Isatis	Isatis tinctoria	2	6	4	0.0190607423755154	5744	5824	5792.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Lepidium	Lepidium sativum	1	199	2	0.00780945170364572	4672	5789	4672
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	Microthlaspi erraticum	1	61	1	0	5825	5825	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Moricandia	Moricandia arvensis	1	6	3	0.147609628236551	4956	6680	5821
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Orychophragmus	Orychophragmus violaceus	1	344	6	0.00875581428578025	4911	5819	4911
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pseudoturritis	Pseudoturritis turrita	1	19	3	0.0508142289780722	5011	5823	5823
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pugionium	Pugionium cornutum	1	1181	743	0.00291434759692822	4277	5940	5790
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pugionium	Pugionium dolabratum	1	13	10	0.0293306310986927	4766	5897	5582
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus raphanistrum	3	329	5	0.00370988938386064	5144	5899	5581
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus raphanistrum x Raphanus sativus	2	1299	84	0.0111088454878882	4646	5877	5821.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus	12	1898	173	0.0118947234506086	4308	13249	5460.41666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Thlaspi	Thlaspi arvense	3	1017	1017	0.0204325751560115	4299	5918	5217.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Turritis	Turritis glabra	1	26	2	0.0163690229782285	4847	5736	4847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Carica	Carica papaya	3	89	72	0.0216066901109545	5415	5834	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Cleomaceae	Tarenaya	Tarenaya hassleriana	1	2	1	0	5681	5681	5681
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	Moringa oleifera	2	462	411	0.12902115203044	4425	5983	5552.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus cruentus	1	3	3	0.225379789617576	5029	5233	5170
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus hypochondriacus	1	4	1	0	5815	5815	5815
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus palmeri	1	1	1	0	5789	5789	5789
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus tricolor	1	1	1	0	5872	5872	5872
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus tuberculatus	1	1	1	0	5821	5821	5821
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Carnegiea	Carnegiea gigantea	2	317	250	0.0863217701655066	4362	5995	5493.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Lophocereus	Lophocereus schottii	1	2	2	0.251520515516551	4760	5351	5351
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Selenicereus	Selenicereus undatus	1	8	2	0.0979986868085583	5377	5381	5381
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Agrostemma	Agrostemma githago	2	2028	243	0.00977396920488819	4313	9419	5790
