supergroup	division	subdivision	class	order	family	genus	species	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Breynia	Breynia disticha	1	1	1	0	5810	5810	5810
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Flueggea	Flueggea neowawraea	1	1	1	0	5803	5803	5803
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rafflesiaceae	Rafflesia	Rafflesia leonardi	1	1	1	0	5858	5858	5858
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rafflesiaceae	Sapria	Sapria himalayana	2	73	18	0.00776643882337734	4719	5915	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera	Bruguiera cylindrica	1	1	1	0	5817	5817	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera	Bruguiera gymnorhiza	2	30	3	0.0103361915840194	5415	5822	5819.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera	Bruguiera parviflora	1	2	1	0	5827	5827	5827
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Carallia	Carallia brachiata	1	2	2	0.0596455963087065	5699	5719	5699
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Rhizophora	Rhizophora apiculata	3	17	8	0.0213267699472588	5743	6165	5910.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba	1	21	2	0.00766698826503284	5799	5867	5799
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba x Populus glandulosa	1	95	95	0.122165871997644	4272	5966	5778
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba x Populus x berolinensis	3	1942	946	0.0489931881320702	4325	7013	5853
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus davidiana	1	472	10	0.00509799992376826	5276	5829	5799
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus davidiana x Populus alba var. pyramidalis	1	53	5	0.00854235546029276	4984	5753	5199
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus deltoides	2	82	3	0.0857438829283941	4573	5765	5705
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus euphratica	1	67	2	0.00155403464269768	5802	5864	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra	3	1141	11	0.0680917948397615	4673	5827	5405.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus pruinosa	1	839	6	0.00372918751033225	5742	5846	5800
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tomentosa	1	77	14	0.033016987849757	5778	5948	5797
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus trichocarpa	1	990	2	0.00660801476973675	5797	5810	5797
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus x sibirica	2	562	528	0.0104061057313175	4442	5858	5763.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix brachista	1	4	2	0.0773782340724875	5799	5825	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix dunnii	1	4	4	0.15412148107309	4673	5524	5524
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix exigua	1	6	6	0.144145445312206	5589	5742	5589
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix purpurea	2	7	7	0.041801367670674	4953	5861	5847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix suchowensis	2	7	7	0.0423977229524201	5797	5846	5829.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix udensis	1	6	6	0.0213480495083347	5451	5817	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix viminalis	1	1	1	0	4767	4767	4767
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Adansonia	Adansonia digitata	1	3	3	0.277018557752503	5342	5774	5342
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Durio	Durio zibethinus	4	242	229	0.218485909631899	4384	5963	5695.25
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Fremontodendron	Fremontodendron californicum	1	606	4	0.0107167117332512	5826	6431	5891
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypioides	Gossypioides kirkii	2	145	15	0.0747608413221288	4523	5911	5599
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium anomalum	1	44	10	0.0903618860487889	4586	5902	5877
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium arboreum	3	75	68	0.0626451022708088	4497	5878	5693.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium armourianum	1	1	1	0	5794	5794	5794
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium australe	1	61	22	0.0532919279615892	5495	5894	5620
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium barbadense	5	107	92	0.0764130440141288	4394	5913	5510.6
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium bickii	1	40	40	0.0951427104220468	4457	6634	5690
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium darwinii	1	64	64	0.0755493131311253	4394	5913	5861
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium davidsonii	1	1	1	0	5688	5688	5688
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium ekmanianum	1	63	61	0.0663583828217535	4402	5919	5835
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium herbaceum	3	649	50	0.107453032513206	4520	5933	5690.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium hirsutum	8	79	78	0.0744063084379658	4510	5940	5804.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium klotzschianum	1	1	1	0	5585	5585	5585
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium laxum	1	1	1	0	5769	5769	5769
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium longicalyx	1	18	8	0.0687792663913233	5703	5904	5849
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium mustelinum	2	164	45	0.0609267523482337	4830	5899	5799
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium raimondii	4	63	62	0.114202074820722	4662	5887	5555
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium rotundifolium	1	19	18	0.147850944093123	4504	5887	5781
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium schwendimanii	1	1	1	0	5514	5514	5514
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium stephensii	1	80	75	0.0634864455351112	4538	5898	5833
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium stocksii	1	154	30	0.035857288922638	4445	5914	5889
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium thurberi	1	1	1	0	5797	5797	5797
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium tomentosum	2	71	67	0.0739155037346115	4537	5888	5833
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium turneri	1	16	10	0.0974918761735619	5292	5890	5550
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Heritiera	Heritiera fomes	1	1107	27	0.0174607458112476	5805	5887	5859
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus mutabilis	1	46	44	0.064680912018185	4761	6048	4873
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus syriacus	3	24	24	0.130266134197537	4482	5868	5308.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus tridactylites	1	961	13	0.00882553688020165	5796	5918	5886
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus trionum	1	3542	125	0.011640576375138	4725	5964	5158
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Kokia	Kokia drynarioides	1	2	2	0.165077153126281	4795	5531	5531
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Microcos	Microcos paniculata	1	92	1	0	5876	5876	5876
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Theobroma cacao	1	160	1	0	5828	5828	5828
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Thymelaeaceae	Aquilaria	Aquilaria agallochum	1	5	5	0.118540923582577	4668	5673	5673
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Thymelaeaceae	Aquilaria	Aquilaria sinensis	2	45	15	0.0823361063939577	4636	5805	5737.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Thymelaeaceae	Stellera	Stellera chamaejasme	1	21	18	0.0307134383799361	4357	5784	5776
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Combretaceae	Combretum	Combretum micranthum	1	17	2	0.00139704862518746	5735	5812	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Combretaceae	Lumnitzera	Lumnitzera littorea	1	1	1	0	5808	5808	5808
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Combretaceae	Lumnitzera	Lumnitzera racemosa	1	4	4	0.307033809154224	5289	6022	5619
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Punica	Punica granatum	6	14	3	0.0154378199351648	5433	5815	5713.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Sonneratia	Sonneratia alba	1	4	1	0	5837	5837	5837
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Sonneratia	Sonneratia caseolaris	1	2	2	0.156308508499626	4545	5885	5885
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Trapa	Trapa bicornis	1	650	7	0.0261931327709114	4509	5842	5791
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Melastoma	Melastoma candidum	1	3	3	0.0533492749827687	5774	5831	5774
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Melastoma	Melastoma dodecandrum	1	1	1	0	4291	4291	4291
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Melastoma	Melastoma malabathricum	1	247	18	0.00761104578286893	5786	5880	5870
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Melastoma	Melastoma sanguineum	1	2	2	0.0270496593803609	4492	5562	4492
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Campomanesia	Campomanesia xanthocarpa	1	1	1	0	5739	5739	5739
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia calophylla	1	1	1	0	5740	5740	5740
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia citriodora	1	1	1	0	5807	5807	5807
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia maculata	1	5	5	0.0531329218032271	5810	5924	5858
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus albens	1	32	32	0.0191289788775848	5440	5850	5791
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus caleyi	1	1	1	0	5722	5722	5722
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	2	24	3	0.00702065309031798	4414	5827	5120.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus cloeziana	1	6	6	0.0163086416562898	5230	5835	5721
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus coolabah	1	14	14	0.0126691762613759	5601	5836	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus dawsonii	1	7	7	0.115829972883714	5647	5780	5699
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus erythrocorys	1	8	8	0.0194463465127201	5812	5885	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus grandis	3	9	5	0.0581603949152487	5244	5941	5677.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus guilfoylei	1	2	2	0.00623377433956479	5826	5836	5836
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus lansdowneana	1	1	1	0	5771	5771	5771
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus microcorys	1	23	23	0.0214819523502793	4871	5865	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus paniculata	1	15	15	0.0105764977159585	5706	5828	5797
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus pauciflora	1	5	1	0	5522	5522	5522
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus polyanthemos	1	2	2	0.00959567886133916	5733	5804	5733
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus polybractea	1	1	1	0	5825	5825	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus shirleyi	1	1	1	0	5794	5794	5794
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus sideroxylon	1	5	5	0.0132435847128281	5751	5844	5824
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus sp. ANBG9806169	1	8	8	0.0196196907453803	5443	5861	5778
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus urophylla	1	10	9	0.058643360435375	4352	5354	5292
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus virginea	1	7	7	0.0143287861416252	4516	5823	5765
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca alternifolia	1	138	138	0.0623613826555045	4229	6143	5643
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Psidium	Psidium friedrichsthalianum	1	2	2	0.089785458021726	4418	6391	4418
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Psidium	Psidium guajava	1	2	2	0.0188006787062229	5763	5777	5777
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium oleosum	1	1	1	0	5951	5951	5951
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Chamaenerion	Chamaenerion angustifolium	2	2329	84	0.0102486499315672	4861	5901	5875
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Cabombaceae	Brasenia	Brasenia schreberi	1	285	6	0.0202120047135227	4938	5873	5351
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nuphar	Nuphar advena	1	1	1	0	5888	5888	5888
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	Nymphaea colorata	2	184	10	0.0529639734613613	4662	6196	5907
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	Nymphaea thermarum	1	2	2	0.0754655597824812	4566	4614	4614
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Pandanales	Velloziaceae	Acanthochlamys	Acanthochlamys bracteata	1	1	1	0	4638	4638	4638
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Pandanales	Velloziaceae	Xerophyta	Xerophyta viscosa	1	4	1	0	5399	5399	5399
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia	Aristolochia californica	2	1159	3	0.00531109363235557	4750	5922	5336
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia	Aristolochia contorta	1	55	55	0.0311409310673863	5762	5865	5845
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia	Aristolochia fimbriata	1	53	53	0.0643220195884105	4726	5937	5900
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Aechmea	Aechmea fasciata	1	2	2	0.020148110019263	5729	5758	5758
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	Ananas comosus	4	64	13	0.00463539129002312	4668	5941	5896.25
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Dyckia	Dyckia ibiramensis	1	1	1	0	5876	5876	5876
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Puya	Puya raimondii	1	4	4	0.0661431071034768	5974	6143	5974
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Tillandsia	Tillandsia fasciculata	1	5	1	0	5930	5930	5930
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Tillandsia	Tillandsia leiboldiana	1	34	7	0.0122085995010087	4916	6044	5911
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Bolboschoenus	Bolboschoenus planiculmis	1	1111	3	0.0034982736599471	5752	5820	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex cristatella	1	2	1	0	5803	5803	5803
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex kokanica	1	2	2	0.0156142755065387	4386	5825	4386
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex littledalei	1	9	5	0.0135876838231249	4451	5745	4746
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex myosuroides	1	15	6	0.0165951660554167	5715	5780	5715
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex parvula	1	45	2	0.00975992775159401	4377	5764	4377
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Rhynchospora	Rhynchospora pubera	1	1659	16	0.00630757549195438	5618	5813	5764
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Juncaceae	Juncus	Juncus effusus	2	368	20	0.0133941861984977	4405	5877	5796
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Juncaceae	Juncus	Juncus inflexus	1	3	3	0.0200887210566763	4421	5927	4421
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Juncaceae	Luzula	Luzula sylvatica	2	601	2	0.000951708699423611	5809	5824	5809.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops bicornis	1	13	13	0.0763059921589562	5674	5795	5720
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops longissima	2	13	13	0.0678624550596653	5357	5798	5676.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops searsii	1	19	19	0.0928294800414804	4797	5679	5612
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops sharonensis	2	11	11	0.0474947184270199	4592	6312	5659
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops speltoides	2	19	19	0.06635734381072	4457	5796	5711
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	3	1146	290	0.0614605478169864	4390	5969	5662
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops umbellulata	1	50	21	0.0250454976833359	4386	5809	5769
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Alloteropsis	Alloteropsis semialata	1	7	7	0.0430431727035522	4441	5777	5777
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Alopecurus	Alopecurus myosuroides	2	59	13	0.0333919921683151	4367	8695	7244
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena atlantica	1	67	12	0.0287855533291423	5536	5795	5788
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena eriantha	1	47	17	0.0540352878537727	5485	5805	5786
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena insularis	2	113	52	0.0604463579195073	4402	6019	5566.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena longiglumis	3	106	25	0.0433578414845309	4500	5827	5574
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena sativa	4	645	128	0.0497539469057431	4395	5794	5775.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Brachypodium	Brachypodium distachyon	4	26	3	0.00268662847043759	5606	5795	5794
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Bromus	Bromus sterilis	1	621	1	0	5790	5790	5790
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Cenchrus	Cenchrus americanus	10	1051	51	0.0231622612028106	4371	5870	5646.2
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Cenchrus	Cenchrus purpureus	2	36	36	0.0458574961812781	4393	5756	5151.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Chloris	Chloris gayana	1	37	9	0.0265549716764318	5204	5800	5790
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Chrysopogon	Chrysopogon serrulatus	1	52	52	0.0802832305758047	4882	5786	5723
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Coix	Coix aquatica	1	45	21	0.0331767642043298	4835	5871	5754
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Coix	Coix lacryma-jobi	2	23	15	0.0354980292759843	4894	5896	5100
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon flexuosus	1	1	1	0	5780	5780	5780
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Dactylis	Dactylis glomerata	1	11	2	0.0112394048192362	5542	5724	5542
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Dendrocalamus	Dendrocalamus latiflorus	1	3	1	0	5821	5821	5821
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	3	27	3	0.0895712164176999	4800	5765	5121.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Echinochloa	Echinochloa crus-galli	4	80	4	0.021724176014479	4175	5818	5244
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eleusine	Eleusine coracana	1	18	5	0.0314760188069089	5239	5783	5493
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eleusine	Eleusine indica	1	12	2	0.0402562543036804	4980	5785	5785
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis	Eragrostis curvula	1	1	1	0	5776	5776	5776
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis	Eragrostis nindensis	1	63	11	0.0194011301891101	4561	5809	5782
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis	Eragrostis tef	1	3	2	0.00490768039674166	5342	5777	5777
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum	Hordeum bulbosum	1	1	1	0	5707	5707	5707
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum	Hordeum marinum	1	18	6	0.0804378748110076	5684	5797	5795
