supergroup	division	subdivision	class	order	family	genus	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Haptista	Haptophyta	Haptophyta_X	Haptophyta_XX	Pavlovales	Pavlovaceae	Diacronema	1	8	1	0	6020	6020	6020
Opisthokonta	Metazoa	Arthropoda	Insecta	Blattodea	Blaberidae	Diploptera	1	65	27	0.0202947216010774	5092	10418	6440
Opisthokonta	Metazoa	Arthropoda	Insecta	Blattodea	Kalotermitidae	Cryptotermes	1	1	1	0	4725	4725	4725
Opisthokonta	Metazoa	Arthropoda	Insecta	Blattodea	Rhinotermitidae	Reticulitermes	1	1	1	0	5467	5467	5467
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Attelabidae	Apoderus	1	1	1	0	7030	7030	7030
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Brentidae	Cylas	2	30	10	0.00893031912582163	7619	12377	9759
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Cantharidae	Malthinus	2	19	5	0.000227193217118966	7193	11696	7475.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	1	1	1	0	4867	4867	4867
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rutpela	2	5	2	0.00026978441556318	7421	11782	9601.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Acanthoscelides	1	2	1	0	7602	7602	7602
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Callosobruchus	2	2	1	0	7452	7728	7590
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela	1	4	1	0	6569	6569	6569
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris	2	25	5	0.000660761202406452	6992	12151	7016.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diabrotica	1	8	1	0	7007	7007	7007
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diorhabda	4	3	2	0.00042279770809996	7272	7944	7592
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Lochmaea	4	15	5	0.00131628688104349	5849	10899	7533.75
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Neocrepidodera	1	2	2	0.171765110113121	7531	7532	7531
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Ophraella	1	19	1	0	7252	7252	7252
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Phyllotreta	1	1	1	0	6904	6904	6904
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	1	1	1	0	11396	11396	11396
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Coccinellidae	Halyzia	2	2	1	0	6888	7154	7021
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	2	9	7	0.000906551653853872	6728	7763	7588
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Coccinellidae	Micraspis	1	1	1	0	7947	7947	7947
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Dendroctonus	2	1	1	0	5568	5568	5568
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Listronotus	1	2	1	0	6193	6193	6193
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Orchestes	2	1	1	0	5647	5647	5647
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	1	2	1	0	6080	6080	6080
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Elateridae	Alaus	1	1	1	0	6510	6510	6510
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Elateridae	Hemicrepidius	1	1	1	0	7477	7477	7477
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Elmidae	Elmis	2	15	1	0	5093	5697	5395
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Endomychidae	Endomychus	1	1	1	0	7285	7285	7285
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Geotrupidae	Geotrupes	2	19	6	7.33975523442596e-05	6965	7705	7484
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	1	1	1	0	7528	7528	7528
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Lucanidae	Dorcus	1	1	1	0	6799	6799	6799
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Amphimallon	2	11	4	0.0194625975967837	5813	11739	7634.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Cetonia	1	5	5	0.0854296291727403	7596	7881	7780
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dynastes	3	1	1	0	10260	11664	11069.3333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onthophagus	1	1	1	0	6213	6213	6213
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trypoxylus	1	3	1	0	11666	11666	11666
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	2	11	1	0	6772	6774	6773
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Gnatocerus	1	2	2	0.00209426070155081	7657	7821	7657
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Latheticus	1	82	3	0.000966993000402241	7244	11260	7244
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	3	2	2	0.0692276745362299	6646	7841	7041.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Zophobas	1	1	1	0	7793	7793	7793
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Acroceridae	Acrocera	1	1	1	0	6743	6743	6743
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Asilidae	Leptogaster	1	2	1	0	7728	7728	7728
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Athericidae	Atherix	2	281	4	0.00120019094549856	5385	6562	5444
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Bibionidae	Dilophus	2	270	2	0.00176197163593294	5560	6918	6703.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Bombyliidae	Bombylius	2	374	52	0.00133847994237641	6862	16463	7150
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Bellardia	2	501	7	0.00333872919094726	5777	11078	7439.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphora	4	476	8	0.00121076397706622	5817	11032	7418.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Cecidomyiidae	Aphidoletes	1	13	2	0.0968231544237321	6952	9672	6952
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Cecidomyiidae	Obolodiplosis	1	46	1	0	7079	7079	7079
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	1	1	1	0	5978	5978	5978
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyia	1	8	2	0.0029622475260278	4767	6335	4767
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Belgica	1	1	1	0	6769	6769	6769
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	4	12	5	0.0164082891445529	6553	7026	6738.75
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Polypedilum	1	2	1	0	6590	6590	6590
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Propsilocerus	1	1	1	0	6700	6700	6700
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Clusiidae	Clusia	2	4691	139	0.00704789421095354	5683	10821	7334.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Coelopidae	Coelopa	3	26	4	0.00272877558099359	5835	9493	7435.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Conopidae	Conops	2	26	11	0.000845003503187429	5637	10419	8413
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Conopidae	Myopa	3	26	3	0.000321206880107835	5572	10568	5980
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Conopidae	Sicus	2	11	1	0	5736	6979	6357.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	9	123	8	0.00407046527952056	5947	7038	6744.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	26	629	41	0.00404817612215471	4787	11666	6368.80769230769
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Armigeres	1	47	38	0.0399639584564794	4934	7176	6710
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Culex	4	7	4	0.00391171160020655	5136	7086	6507.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Malaya	1	150	10	0.0345229392453642	5233	6954	6835
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Sabethes	1	4	2	0.00117701378320967	5126	7210	5126
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Topomyia	1	72	19	0.023139651584728	5165	6728	6463
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Toxorhynchites	1	29	2	0.00292208014984698	6567	6790	6567
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Uranotaenia	1	3	1	0	6631	6631	6631
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Wyeomyia	1	27	11	0.0472672323103239	5977	7356	7328
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Dolichopodidae	Condylostylus	1	37	2	0	5483	5569	5483
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Chymomyza	2	13	3	0.00234691163354381	5731	6026	5813
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	238	711	104	0.014047817963605	4879	14242	6558.31092436975
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Hirtodrosophila	2	62	3	0.0296333455449951	5770	9376	6389.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Leucophenga	1	1	1	0	6941	6941	6941
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Lordiphosa	2	11	1	0	7044	7200	7122
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Scaptodrosophila	1	29	4	0.016734262816712	5674	7456	7424
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Scaptomyza	4	7	1	0	5800	7041	6126.25
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Zaprionus	15	25	8	0.0154866587025534	4892	10607	7069.46666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Dryomyzidae	Dryomyza	2	197	4	0.023334523426262	6917	10340	6930.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Empididae	Empis	1	19	2	0.00115951982271553	6906	7031	6906
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Heleomyzidae	Heteromyza	2	12	3	0.00283701906125186	4848	10467	8066.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Heleomyzidae	Suillia	2	240	1	0	5831	7063	6447
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Keroplatidae	Macrocera	1	1	1	0	5343	5343	5343
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Lauxaniidae	Calliopum	2	17	2	0.000429896464508475	5823	10469	5823
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Micropezidae	Neria	2	168	1	0	5603	6881	6242
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Musca	2	9	5	0.0135477604368608	4929	6967	6753.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Muscidae_X	1	1	1	0	7114	7114	7114
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Polietes	1	30	1	0	5824	5824	5824
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Stomoxys	2	16	3	0.00119719465253912	5611	10731	5612
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Polleniidae	Pollenia	5	26	1	0	5798	7292	6567.4
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Psychodidae	Lutzomyia	1	20	9	0.0218197121917441	5275	8453	6844
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	2	6	2	0.00565841622283236	5638	7012	6325
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Ptychopteridae	Ptychoptera	2	33	6	0.00466529891693309	5745	6618	6545
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Rhiniidae	Stomorhina	2	877	4	0.00200383720503978	5375	6858	6840.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Sarcophagidae	Sarcophaga	1	1	1	0	4936	4936	4936
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	2	17	8	0.0903006440342436	5366	9334	7896.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Sciomyzidae	Coremacera	2	4	1	0	6944	6947	6945.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Sciomyzidae	Pherbina	2	255	3	0.000952093830512357	5704	6959	6331.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera	2	28	1	0	5590	5731	5660.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Stratiomyidae	Beris	4	14	2	0.0248204660664164	5545	7208	6308.25
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Stratiomyidae	Stratiomys	2	211	22	0.00658732887317794	5547	12700	8271.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Baccha	1	1	1	0	7597	7597	7597
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Blera	1	7	2	0.0238175726767055	5656	7184	7184
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Brachyopa	2	142	1	0	5643	6884	6263.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Chalcosyrphus	2	49	10	0.000415066839589856	6930	11110	8403
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Cheilosia	15	251	6	0.00136210287941963	5639	11368	7215.13333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Chrysotoxum	2	9	1	0	7063	7063	7063
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Criorhina	3	227	10	0.0024440555304211	5716	10407	7012.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Dasysyrphus	2	192	2	0.0016081819937355	5915	11514	5916.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Epistrophe	1	97	1	0	5633	5633	5633
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Epistrophella	2	232	2	0.00108002934882834	5587	6843	5591.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	6	23	8	0.00296315671334295	5578	9763	6945.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Eupeodes	2	8	4	0.0341711022952098	6845	10897	8259.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Melangyna	2	33	8	0.00683727641463935	5376	11513	7054
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Melanostoma	4	390	21	0.00530203937388608	5401	10497	6465
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Meliscaeva	2	173	4	0.00188622214739659	5635	11199	6255.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	2	427	54	0.0017087390798543	5963	12001	6712
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Portevinia	2	13	5	0.0020808082650862	5704	10874	7450.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Rhingia	4	10	3	0.00428392069369797	5785	10883	6465.75
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Scaeva	2	155	10	0.00275413328728152	5546	10398	6920
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Syritta	2	28	1	0	6930	6930	6930
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Syrphus	1	1	1	0	10865	10865	10865
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Volucella	2	4	1	0	5940	11141	8540.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Syrphidae	Xanthogramma	2	279	9	0.00354947489442197	5620	11925	6235
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Cistogaster	2	925	25	0.0102662040642411	5094	7338	5566.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Gymnocheta	2	297	17	0.00297603155719236	5167	9754	6143.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Gymnosoma	1	1	1	0	5843	5843	5843
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Linnaemya	2	543	4	0.0038548827701897	5817	5991	5906.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Panzeria	2	83	8	0.00712663293506938	5520	10624	6957.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tachinidae	Trichopoda	1	59	5	0.00944948919478842	5984	7282	7282
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	2	195	3	0.00110061197118046	5762	5925	5923.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Anomoia	1	1	1	0	6062	6062	6062
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	1	11	1	0	6285	6285	6285
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Neoceratitis	1	4	3	0.0126499726725038	6116	7413	7413
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	2	1	1	0	7307	7330	7318.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Urophora	2	103	1	0	7231	7242	7236.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Zeugodacus	3	282	10	0.0108737854573307	5626	7106	6686
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Therevidae	Thereva	2	5	2	0.0970493420496035	7163	7547	7250.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tipulidae	Nephrotoma	4	1118	23	0.00516526622308611	4614	9666	6267
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	4	485	42	0.00434445077479925	4524	10193	7006.25
Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Xylophagaidae	Xylophagus	1	16	3	0.0395718609447703	8291	10922	8291
Opisthokonta	Metazoa	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	3	16	2	0.00872788482288175	5685	8923	5802
Opisthokonta	Metazoa	Arthropoda	Insecta	Ephemeroptera	Baetidae	Neocloeon	1	20	2	0.00915136219280656	5500	6599	5500
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Alydidae	Riptortus	2	5	1	0	4508	6996	5752
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Macrosiphum	1	4	1	0	5074	5074	5074
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Metopolophium	1	2	1	0	6481	6481	6481
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Neotoxoptera	1	2	2	0.117684070453733	5534	6536	6536
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	2	3	1	0	5967	5967	5967
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Cercopidae	Callitettix	1	10	5	0.0458277771714849	5013	9251	7129
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Coreidae	Gonocerus	2	28	2	0.0434406008751719	5699	10369	6314.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Delphacidae	Laodelphax	1	1	1	0	5890	5890	5890
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Delphacidae	Nilaparvata	2	27	1	0	6205	6265	6235
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Delphacidae	Sogatella	1	1	1	0	12731	12731	12731
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Eriococcidae	Acanthococcus	1	15	3	0.215277809853907	5061	7078	5061
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Gerridae	Gerris	2	15	4	0.00993641952905021	6906	13228	9630.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Liviidae	Diaphorina	1	1	1	0	5684	5684	5684
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Pilophorus	2	6	3	0.000232995177559784	5890	7776	6833
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pemphigidae	Schlechtendalia	1	1	1	0	4948	4948	4948
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pentatomidae	Aelia	2	271	9	0.00144889655409526	4799	12222	5886
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pentatomidae	Nezara	1	1	1	0	9429	9429	9429
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pentatomidae	Rhaphigaster	2	226	8	0.00437699743643129	4923	13043	7450
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pseudococcidae	Balanococcus	1	5	1	0	5630	5630	5630
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pseudococcidae	Maconellicoccus	1	1	1	0	5684	5684	5684
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pseudococcidae	Paracoccus	1	1	1	0	5435	5435	5435
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Pseudococcidae	Trabutina	1	1	1	0	5455	5455	5455
Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Triozidae	Bactericera	1	4	1	0	7440	7440	7440
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Agaonidae	Kradibia	1	13	4	0.000598359924028183	7018	10461	7018
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena	5	5	5	0.0293546004288444	5442	7056	6941.6
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Aphelinidae	Aphelinus	1	1	1	0	5683	5683	5683
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Aphelinidae	Eretmocerus	2	1	1	0	5243	6865	6054
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites	1	1	1	0	7061	7061	7061
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Nomada	2	4	4	0.200979211868931	6771	7219	6898.5
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Bethylidae	Prorops	1	9	3	0.186550839115225	9604	12431	10776
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Asobara	2	62	4	0.0318083689151441	8139	12556	9692
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Chelonus	2	15	12	0.0300097586419135	5259	14212	5933
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Cotesia	3	37	7	0.00482194011450972	5365	10072	6611.66666666667
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Dinocampus	1	1	1	0	6619	6619	6619
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Microplitis	5	54	36	0.0225164971750793	4998	12872	7494.4
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Psyttalia	1	1	1	0	4538	4538	4538
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Zele	2	44	16	0.0219385440245251	5619	13262	7258
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Chalcididae	Chalcis	2	15	3	0.116456157216917	7356	9267	8312
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae	Cerceris	1	1	1	0	7080	7080	7080
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Diapriidae	Trichopria	1	4	1	0	7429	7429	7429
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Diprionidae	Neodiprion	3	3	2	0.0247970240441211	5925	10763	9082.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Eulophidae	Chouioia	1	4	1	0	7191	7191	7191
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Eulophidae	Phymastichus	1	70	12	0.0011310180055645	5895	12821	12821
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Eupelmidae	Anastatus	1	7	4	0.0212669250776969	5807	10126	10126
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Eupelmidae	Eupelmus	1	1	1	0	4538	4538	4538
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Figitidae	Ganaspis	1	1	1	0	4538	4538	4538
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Figitidae	Leptopilina	3	12	7	0.00232153520988041	5452	10538	8375.33333333333
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Cataglyphis	1	1	1	0	6509	6509	6509
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Harpagoxenus	1	1	1	0	11665	11665	11665
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Harpegnathos	1	1	1	0	7050	7050	7050
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Ooceraea	1	1	1	0	6519	6519	6519
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Polyergus	1	3	1	0	6939	6939	6939
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Pseudomyrmex	1	1	1	0	6846	6846	6846
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Gasteruptiidae	Gasteruption	2	239	61	0.00169508925780822	5612	15523	7764
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Dufourea	1	1	1	0	5237	5237	5237
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Lasioglossum	5	3	2	0.0416730620330616	6817	7021	6966.6
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Sphecodes	1	1	1	0	6805	6805	6805
Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Amblyteles	1	1	1	0	7826	7826	7826
