supergroup	division	subdivision	class	order	family	genus	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Acytosteliaceae	Heterostelium	1	2	1	0	6829	6829	6829
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Acytosteliaceae	Rostrostelium	1	1	1	0	5260	5260	5260
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Acytosteliales	Cavenderiaceae	Cavenderia	1	1	1	0	6731	6731	6731
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyostelia	Dictyostelia	Synstelium	1	1	1	0	6692	6692	6692
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliaceae	Dictyostelium	1	1	1	0	6669	6669	6669
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliaceae	Polysphondylium	1	1	1	0	5515	5515	5515
Amoebozoa	Evosea	Eumycetozoa	Eumycetozoa_X	Dictyosteliales	Dictyosteliales_X	Coremiostelium	1	1	1	0	6837	6837	6837
Amoebozoa	Evosea	Variosea	Variosea_X	Cavosteliida	Cavosteliaceae	Planoprotostelium	1	1	1	0	5778	5778	5778
Amoebozoa	Evosea	Variosea	Variosea_X	Protosteliida	Protosteliaceae	Protostelium	1	1	1	0	4891	4891	4891
Amoebozoa	Discosea	Discosea_X	Longamoebia	Centramoebida	Acanthamoebidae	Acanthamoeba	3	2	1	0	5537	5726	5661
Amoebozoa	Discosea	Discosea_X	Longamoebia	Centramoebida	Balamuthiidae	Balamuthia	3	59	36	0.0176549116411275	4814	7027	6079.66666666667
Amoebozoa	Discosea	Discosea_X	Longamoebia	Longamoebia	Acanthamoebidae	Acanthamoeba	3	4	3	0.00275581340619887	5617	5733	5679.66666666667
Amoebozoa	Discosea	Discosea_X	Himatismenida	Himatismenida	Cochliopodiidae	Cochliopodium	1	1	1	0	5385	5385	5385
Amoebozoa	Tubulinea	Echinamoebida	Echinamoebida_X	Echinamoebida	Echinamoebida	Vermamoeba	1	8	2	0.102878115238385	6055	6125	6125
Apusozoa	Apusozoa_XX	Apusozoa_XXX	Apusozoa_XXXX	Apusomonadida	Apusomonadidae	Thecamonas	1	1	1	0	6118	6118	6118
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	2	13	2	0.00127591196137726	5242	5839	5307.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Colocasia	2	5	1	0	5905	5906	5905.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Lemna	1	1	1	0	5918	5918	5918
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spirodela	5	46	16	0.00436651232431954	4512	6092	5675.8
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Wolffia	4	6	3	0.00610044993307905	6037	6162	6085.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Zosteraceae	Zostera	1	7	7	0.0202260197687559	4487	5276	4487
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	1	3	3	0.137207665851146	5741	5811	5755
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Centella	1	2	1	0	5828	5828	5828
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum	1	1546	10	0.00540218611430328	5722	5882	5809
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Oenanthe	1	1	1	0	5047	5047	5047
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Hedera	2	773	23	0.00769972256923116	4633	5904	5829.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax	4	49	11	0.105518042590909	4381	6217	5399.25
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum	1	1	1	0	5693	5693	5693
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	4	1020	6	0.0109015459240964	4437	5898	5606.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Areca	1	173	162	0.0425986811566619	4422	5933	5043
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Calamus	1	50	12	0.0448391969598771	5594	5923	5922
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Cocos	2	16	3	0.0502972240443698	4580	5988	5941
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Metroxylon	1	6	5	0.089401044068983	5265	5917	5265
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix	2	56	24	0.0126482334097355	4842	5928	5759
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	6	4714	783	0.0511330789533568	4378	6234	5452.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Asparagus	6	6	2	0.00294090421486603	4498	5883	5100.83333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Hemerocallis	1	5	5	0.0877153495855794	4445	5868	4445
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Hyacinthaceae	Scilla	1	1402	50	0.02850577555629	4439	5930	5664
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris	1	94	53	0.0164088733530875	4685	5935	5434
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Cymbidium	1	1	1	0	5282	5282	5282
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	4	17	4	0.0155191379934836	4704	5909	5771.25
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Gastrodia	2	5	2	0.0297846321749252	5629	5846	5833.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Papilionanthe	1	2	2	0.154545261048558	5281	5880	5281
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis	1	1	1	0	5876	5876	5876
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Vanilla	3	3	3	0.274146127255717	4413	5662	4756.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	4	1400	20	0.00733176644323	4682	5916	5838.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Arctium	2	1051	13	0.0160893285096175	5836	5912	5847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	5	197	58	0.0687190791362563	4512	6015	5713.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	2	1260	11	0.0334797670047556	4621	5913	5848
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Calendula	1	1	1	0	5854	5854	5854
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	1	235	120	0.189767903789758	4477	6372	5837
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centrapalus	1	7	1	0	5834	5834	5834
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum	3	16	9	0.0709721809589191	4427	5847	5610.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cichorium	2	1135	52	0.00539532277658342	4851	5931	5562.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara	1	1	1	0	4457	4457	4457
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	2	7	1	0	4647	5835	5241
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	7	26	3	0.00190056795953181	4438	5858	5519.85714285714
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Glebionis	1	435	3	0.00345662108627479	5833	5869	5833
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	9	4344	37	0.0335225264053093	4726	5921	5854.44444444444
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	1	749	20	0.00873823091499367	5497	5883	5840
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	5	194	3	0.018677840724076	4553	5865	5461.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	1	9	5	0.00834608931735945	5845	5879	5861
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pseudognaphalium	2	402	3	0.00300522806198618	5839	5845	5839.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pulicaria	1	560	10	0.0101955081127406	5786	5828	5807
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Scalesia	1	11	9	0.119383364956123	4867	6936	5111
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	1	2	2	0.00480132924149594	5447	5854	5854
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Silybum	1	3051	2097	0.00796034471699663	4183	5897	5646
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Smallanthus	1	3786	151	0.0115427558585325	4468	5934	5851
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	2	440	18	0.0171067960769965	4825	5911	5341.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	1	26	22	0.113518643016385	4737	6027	5742
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Adenophora	1	10	10	0.0387182342641438	4869	5893	4869
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	1	4	4	0.0296092353549099	5761	5904	5890
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Codonopsis	1	3	3	0.0959212203083268	4676	5796	4676
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Platycodon	1	2	2	0.0547172019180476	4502	5666	5666
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	1	12	2	0.003151754241457	4510	5770	4510
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Lithospermum	2	14	14	0.200886897876389	5478	5832	5711
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Hydrophyllaceae	Nemophila	2	1221	4	0.00824923408797566	5760	5816	5795
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Akaniaceae	Bretschneidera	2	2617	71	0.0148072411894067	4895	5913	5861
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Aethionema	1	1	1	0	5816	5816	5816
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Anastatica	1	1	1	0	5244	5244	5244
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	159	514	120	0.00494993254135441	4439	6618	5764.69182389937
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	1	1	1	0	5669	5669	5669
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Boechera	3	91	16	0.0744758956182531	4650	6242	5596
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	26	3290	418	0.0243296178411394	4239	6094	5510.73076923077
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica x Raphanus	1	1	1	0	4464	4464	4464
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	4	111	4	0.0328457894853009	5455	5978	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	1	67	53	0.0343026142512139	4732	5826	5769
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Conringia	1	34	1	0	4430	4430	4430
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Diplotaxis	1	1	1	0	5820	5820	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Erysimum	1	7	5	0.0188006618167087	5460	5820	5820
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	5	52	22	0.0164948960621685	4763	5829	5801.2
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hirschfeldia	1	1	1	0	5826	5826	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Isatis	2	6	4	0.0190607423755154	5744	5824	5792.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Lepidium	1	199	2	0.00780945170364572	4672	5789	4672
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	1	61	1	0	5825	5825	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Moricandia	1	6	3	0.147609628236551	4956	6680	5821
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Orychophragmus	1	344	6	0.00875581428578025	4911	5819	4911
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pseudoturritis	1	19	3	0.0508142289780722	5011	5823	5823
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pugionium	2	1181	743	0.0161224893478105	4277	5940	5686
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	17	1898	173	0.010357884737333	4308	13249	5524.17647058824
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Thlaspi	3	1017	1017	0.0204325751560115	4299	5918	5217.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Turritis	1	26	2	0.0163690229782285	4847	5736	4847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Carica	3	89	72	0.0216066901109545	5415	5834	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Cleomaceae	Tarenaya	1	2	1	0	5681	5681	5681
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	2	462	411	0.12902115203044	4425	5983	5552.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	5	4	3	0.0450759579235153	5029	5872	5693.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Carnegiea	2	317	250	0.0863217701655066	4362	5995	5493.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Lophocereus	1	2	2	0.251520515516551	4760	5351	5351
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Selenicereus	1	8	2	0.0979986868085583	5377	5381	5381
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Agrostemma	2	2028	243	0.00977396920488819	4313	9419	5790
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Corrigiola	1	1	1	0	5808	5808	5808
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	1	35	35	0.080336807843779	4840	5751	5627
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Heliosperma	1	126	61	0.0197221598003767	4285	6349	5944
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	2	1186	43	0.0176909601773531	4655	5892	5233.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Spergularia	2	14	2	0.0079257154704601	5820	5821	5820.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Bassia	1	1	1	0	4758	4758	4758
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta	4	5	3	0.00367755193777954	4897	5813	5636.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium	6	387	12	0.0116759175562791	5366	5820	5802.16666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Patellifolia	1	4	2	0.00731645670496404	5789	5806	5789
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Salicornia	1	16	1	0	5817	5817	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Spinacia	3	160	30	0.00771902607935247	4433	5846	5810.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Suaeda	1	1	1	0	5780	5780	5780
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Nepenthaceae	Nepenthes	2	10	10	0.255111653336912	4557	5838	5191.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Limonium	1	11	3	0.0121519560494958	5772	5801	5801
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fagopyrum	2	2	2	0.00513361392721431	5707	5744	5725.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Oxyria	1	227	3	0.00257223113823441	5773	5795	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum	1	2	2	0.00821983586726289	4928	5772	4928
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Portulacaceae	Portulaca	1	56	56	0.0842698896812005	4470	5788	5399
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Simmondsiaceae	Simmondsia	2	3	2	0.16442865587664	4811	4852	4811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Talinaceae	Talinum	1	18	16	0.078041857564476	5591	5792	5710
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Tripterygium	1	29	29	0.0362359746880465	5177	5826	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Chloranthus	1	25	25	0.082574077111186	4458	5878	5781
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Pontederiaceae	Pontederia	2	21	2	0.003035280490623	5764	5883	5785.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	3	1413	15	0.0216752265587328	4709	5862	5554.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	2	263	91	0.0152648456923755	4437	5866	5811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Nyssaceae	Nyssa	1	23	3	0.00575525791885614	5735	5823	5823
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	4	65	31	0.0989340350897211	4507	6106	5606
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Coriariaceae	Coriaria	2	724	36	0.0228391409989465	4815	6056	5804
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Benincasa	3	163	145	0.0358088744608498	4629	6003	5587
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	6	41	5	0.00902363873061475	5284	5878	5758.16666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	35	1059	90	0.0316733651401412	4339	6362	5765.54285714286
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	4	23	22	0.0151756529976559	4377	5900	5605.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Gynostemma	1	8	1	0	5704	5704	5704
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Herpetospermum	1	2469	27	0.0151058640678489	4452	5836	5811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Lagenaria	1	21	6	0.0198644079428679	4453	5820	5755
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Luffa	4	109	10	0.0256527178447645	4471	5846	5483.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	2	55	6	0.0084966882753338	4702	5876	5599
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Telfairia	1	1	1	0	5801	5801	5801
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Datiscaceae	Datisca	1	1	1	0	5688	5688	5688
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	5	234	139	0.0911166780591211	4596	6188	5642.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Trichopus	1	24	24	0.0861917818331164	4486	6123	6018
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	1	691	13	0.0651209494333871	4556	5906	4556
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	1	53	8	0.0209037354103995	5308	5881	5824
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	2	778	11	0.00908433198265746	4717	5897	5278
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	2	11	4	0.0311605464142239	5151	5821	5256
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	3	4742	170	0.0032581479519604	4612	5953	5877.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	1	1	1	0	5796	5796	5796
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	2	1058	46	0.0204530342436398	4676	5887	5842.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	7	504	107	0.0376314449099712	4451	5950	5485.85714285714
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	4	14	4	0.025478402390697	4691	5953	5840
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	2	310	70	0.00422024756085744	4826	5876	5831.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Embelia	1	1	1	0	5774	5774	5774
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Vitellaria	1	2	2	0.0901821728255724	5799	5822	5799
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Heliamphora	1	1	1	0	4339	4339	4339
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Sarracenia	1	2	2	0.0858244146365401	5772	5782	5782
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	16	169	46	0.0958579801077862	4320	5902	5546.75
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	3	260	13	0.0468214304254837	5409	5885	5771
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia	3	5	4	0.0139016805002562	4481	5887	5713.66666666667
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acmispon	2	706	9	0.0198309714214434	5074	5843	5509
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Aeschynomene	1	257	107	0.0274573670225104	4276	5812	5352
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Amphicarpaea	1	12	5	0.0315446833112683	5839	5878	5855
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	16	1973	130	0.0220250637589807	4359	7266	5524.125
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	1	665	30	0.0130487974241422	4659	5846	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	2	1	1	0	4780	4780	4780
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Canavalia	1	19	14	0.127591613419355	5438	6000	5765
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Castanospermum	1	3	2	0.0816757064005559	5820	5897	5897
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cercis	1	4	4	0.0291102810989261	5588	5819	5819
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	7	16	7	0.0294047960156405	4437	5995	5527.14285714286
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cyamopsis	1	21	19	0.0448131716855575	4949	5844	5818
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	3	56	56	0.0660496337521558	4851	5826	5636
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gastrolobium	1	299	22	0.0068882361760595	4517	5916	5663
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	16	136	24	0.0177029537154203	4675	6462	5840.5625
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	1	4	4	0.139353201886877	5683	5841	5806
