supergroup	division	subdivision	class	order	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Metazoa	Echinodermata	Holothuroidea	Apodida	1	11	6	0.00466742487250921	6611	6663	6662
Opisthokonta	Metazoa	Echinodermata	Holothuroidea	Aspidochirotida	2	1	1	0	5533	7051	6292
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Forcipulatida	6	28	1	0	5544	5610	5580.66666666667
Opisthokonta	Metazoa	Echinodermata	Asteroidea	Valvatida	8	26	2	0.021027980912487	5345	5682	5483.5
Opisthokonta	Metazoa	Echinodermata	Ophiuroidea	Amphilepidida	1	45	45	0.168448972808364	4772	6999	6879
Opisthokonta	Metazoa	Echinodermata	Crinoidea	Comatulida	2	710	6	0.00145794947492339	6093	10310	6221
Opisthokonta	Metazoa	Nematoda	Chromadorea	Araeolaimida	1	3	1	0	5641	5641	5641
Opisthokonta	Metazoa	Nematoda	Chromadorea	Desmodorida	1	4	1	0	6157	6157	6157
Opisthokonta	Metazoa	Nematoda	Chromadorea	Monhysterida	2	18	3	0.0133799561763404	4760	6200	5480
Opisthokonta	Metazoa	Nematoda	Chromadorea	Rhabditida	115	434	15	0.00789500611186163	4415	10248	6033.44347826087
Opisthokonta	Metazoa	Nematoda	Chromadorea	Strongylida	12	448	13	0.00454398723122787	4609	6820	5463.16666666667
Opisthokonta	Metazoa	Nematoda	Enoplea	Dorylaimida	1	1	1	0	6153	6153	6153
Opisthokonta	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	2	679	76	0.0131993968001318	4910	11943	6823.5
Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	1	1	1	0	6682	6682	6682
Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Strigeidida	11	86	25	0.0115613880783614	4929	7239	6330.18181818182
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Actiniaria	11	206	15	0.0077169509000989	4870	8136	6025.36363636364
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Alcyonacea	5	11	8	0.00803413657378395	4587	6672	5620.2
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Corallimorpharia	1	1	1	0	6131	6131	6131
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Helioporacea	1	3	3	0.0837266406345491	4541	6217	4761
Opisthokonta	Metazoa	Cnidaria	Anthozoa	Scleractinia	17	26	19	0.00353157003317221	4409	6408	5923
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	6	880	40	0.0216766215568537	5102	10417	5893
Opisthokonta	Metazoa	Cnidaria	Hydrozoa	Leptothecata	1	2	2	0.00836845436556014	5454	5969	5969
Opisthokonta	Metazoa	Cnidaria	Scyphozoa	Rhizostomeae	2	7	1	0	6254	6254	6254
Opisthokonta	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	3	11	3	0.000366084689426429	5002	9527	6525.33333333333
Opisthokonta	Metazoa	Cnidaria	Staurozoa	Stauromedusae	2	18	2	0.00259854243440998	5477	6034	5755.5
Opisthokonta	Metazoa	Ctenophora	Tentaculata	Cydippida	2	4	1	0	4558	4795	4676.5
Opisthokonta	Metazoa	Ctenophora	Tentaculata	Lobata	1	1	1	0	5511	5511	5511
Opisthokonta	Metazoa	Ctenophora	Nuda	Beroida	1	2	2	0.0657820534949755	6059	6236	6236
Opisthokonta	Metazoa	Annelida	Clitellata	Crassiclitellata	4	44	6	0.000381433034788017	6652	10955	7598.5
Opisthokonta	Metazoa	Annelida	Clitellata	Enchytraeida	1	1	1	0	4663	4663	4663
Opisthokonta	Metazoa	Annelida	Clitellata	Hirudinida	5	10	2	0.000111013718113921	5471	6584	6297
Opisthokonta	Metazoa	Annelida	Polychaeta	Phyllodocida	10	646	3	0.00187481452024355	4440	6670	6478.8
Opisthokonta	Metazoa	Annelida	Polychaeta	Polychaeta_X	1	7	1	0	6752	6752	6752
Opisthokonta	Metazoa	Annelida	Polychaeta	Sabellida	5	11	6	0.0095069486459256	4754	10762	6765.4
Opisthokonta	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	1	1	1	0	7473	7473	7473
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Adinetida	8	25	2	0.000100046258405511	5599	7045	6160.125
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Bdelloida	15	6	4	0.00232837513109838	4453	10979	6330.73333333333
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Philodinida	3	5	2	0.00196007642242938	5137	6288	5897.66666666667
Opisthokonta	Metazoa	Rotifera	Eurotatoria	Ploima	7	10	2	0.00276218253758699	6166	6297	6226.71428571429
Opisthokonta	Metazoa	Tardigrada	Eutardigrada	Parachela	4	3	3	0.00227100494236437	5000	7748	6245.75
Opisthokonta	Metazoa	Spiralia	Bryozoa	Phylactolaemata	1	4	1	0	6675	6675	6675
Opisthokonta	Metazoa	Spiralia	Annelida	Golfingiida	1	49	1	0	5300	5300	5300
Opisthokonta	Metazoa	Acanthocephala	Palaeacanthocephala	Echinorhynchida	1	46	15	0.000751740691595591	6064	10883	10776
Opisthokonta	Metazoa	Nemertea	Pilidiophora	Heteronemertea	2	4	1	0	6413	6415	6414
Opisthokonta	Metazoa	Porifera	Demospongiae	Agelasida	2	258	3	0.00393833834774453	5999	6092	6077.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Chondrillida	2	23	8	0.0203731425292351	4624	6050	5337
Opisthokonta	Metazoa	Porifera	Demospongiae	Dendroceratida	2	4	1	0	6168	6169	6168.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Haplosclerida	1	10	3	0.0486543263102013	6668	6735	6668
Opisthokonta	Metazoa	Porifera	Demospongiae	Poecilosclerida	2	36	3	0.00156762053048009	6190	7588	6261.5
Opisthokonta	Metazoa	Porifera	Demospongiae	Spongillida	2	57	1	0	5854	6144	5999
Opisthokonta	Metazoa	Porifera	Demospongiae	Tetractinellida	1	1	1	0	5977	5977	5977
Opisthokonta	Metazoa	Porifera	Demospongiae	Verongiida	2	120	5	0.0147660407894965	5866	6075	6056
Opisthokonta	Metazoa	Porifera	Homoscleromorpha	Homosclerophorida	4	15	3	0.00657380217307583	5419	5991	5706.75
Opisthokonta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	1991	208	19	0.00223532290876843	4221	6584	5675.90055248619
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	34	7	3	0.00313267657684389	4583	6547	5788.76470588235
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	654	54	16	0.00184372355223617	4333	6190	5532.374617737
Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	150	18	4	0.00552092962370848	4307	6141	5421.02
Opisthokonta	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	24	14	4	0.0034603825008944	4848	6226	6085.08333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	5	6	1	0	5499	5691	5649.2
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Coronophorales	1	1	1	0	4744	4744	4744
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	53	16	2	0.00282497216370486	4541	6159	5507.03773584906
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Glomerellales	206	115	28	0.0711759412156958	4374	6067	5592.09223300971
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Hypocreales	1073	1078	37	0.00354558962165525	4185	6605	5546.95806150979
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	1	48	48	0.149780899391195	5122	5675	5644
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	187	44	25	0.00189509757095285	4340	5697	5586.9679144385
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Microascales	43	12	3	0.00233880204433369	4444	6189	5601.23255813954
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	58	14	3	0.000817948135669661	4453	6116	5591.34482758621
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	160	51	51	0.0522749690866393	4484	6093	5548.91875
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_X	2	1	1	0	5674	5688	5681
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Togniniales	1	1	1	0	5642	5642	5642
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	47	19	4	0.00587307030830761	4489	6721	5590.04255319149
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Erysiphales	14	41	19	0.0108167730929652	4571	6173	5638.78571428571
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	78	77	4	0.00733838304220935	4312	6099	5588.79487179487
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_X	7	9	1	0	4671	5711	5368.28571428571
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Phacidiales	3	10	1	0	5331	5635	5529
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Thelebolales	1	1	1	0	5610	5610	5610
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Acrospermales	1	1	1	0	5940	5940	5940
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Aulographales	1	4	1	0	5538	5538	5538
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	61	42	15	0.00310568142911196	4494	5686	5405.88524590164
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Capnodiales	2	1	1	0	5578	5609	5593.5
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideales	111	26	9	0.000602996814366772	4423	6202	5602.45945945946
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_X	3	44	1	0	5543	6134	5873.33333333333
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Microthyriales	1	1	1	0	6406	6406	6406
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	112	69	4	0.00292002710494451	4359	6448	5434.96428571429
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Myriangiales	10	1	1	0	5224	5688	5337.8
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	515	701	81	0.053813535304479	4286	6220	5547.79029126214
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	1	1	1	0	5568	5568	5568
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Venturiales	6	7	7	0.0075532524261332	5295	5929	5633
Opisthokonta	Fungi	Ascomycota	Taphrinomycotina	Taphrinomycotina_X	1	1	1	0	5099	5099	5099
Opisthokonta	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	3	1	1	0	5620	6019	5882.33333333333
Opisthokonta	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	23	29	5	0.0970186500275012	4521	6905	5796.73913043478
Opisthokonta	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	3	1	1	0	5704	5719	5714
Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	28	11	8	0.0184480710492917	4343	6302	5812.64285714286
Opisthokonta	Fungi	Ascomycota	Lichinomycetes	Lichinales	1	3	1	0	5797	5797	5797
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	6	31	1	0	5719	5837	5758.5
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	4	5	2	0.00242644765661033	4632	5736	5449.75
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	144	50	7	0.000845729562556089	4344	5667	5537.1875
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	37	10	5	0.000475433479023848	5586	5647	5636.2972972973
Opisthokonta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	39	15	3	0.00273406222502066	4648	5981	5809.25641025641
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	148	185	22	0.00425517003627368	4398	6219	5687.80405405405
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Atheliales	3	11	1	0	4743	5796	5444.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	4	14	6	0.00684808753359755	5708	5833	5716.75
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	31	243	12	0.00344280985485506	4404	6225	5655.67741935484
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	23	31	4	0.000568276699180774	4790	6691	5903.17391304348
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	15	16	1	0	5096	5998	5613.8
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	1	20	2	0.0308569531456605	4982	5716	5716
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	1	1	1	0	5168	5168	5168
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	3	71	26	0.00443715127197258	5037	5758	5499.33333333333
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	56	51	4	0.00542043936908557	4534	5998	5672.30357142857
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	29	19	3	0.00299836415445652	4376	5870	5702.72413793103
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	1	1	1	0	5753	5753	5753
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	4	2	1	0	4561	5709	5422
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	19	61	24	0.0042865546168644	4420	5787	5464
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_X	1	1	1	0	5751	5751	5751
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	95	48	4	0.000448800768391769	4942	5811	5678.8947368421
Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	32	463	14	0.00709412365451287	4435	6093	5756.875
Opisthokonta	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	40	74	17	0.00653273716123	4397	5914	5784.35
Opisthokonta	Fungi	Basidiomycota	Mixiomycetes	Mixiales	2	6	1	0	4646	5740	5193
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Ceraceosorales	1	2	1	0	5721	5721	5721
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	2	2	1	0	5813	5813	5813
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	1	1	1	0	4570	4570	4570
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	13	237	9	0.000304118227660136	4602	5820	5464.30769230769
Opisthokonta	Fungi	Basidiomycota	Moniliellomycetes	Moniliellales	1	23	18	0.0105545184063946	4272	5500	4418
Opisthokonta	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	7	12	2	0.000939551184630105	4633	5699	5479.71428571429
Opisthokonta	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_X	1	1	1	0	4589	4589	4589
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	49	68	5	0.00458079188582682	4548	6305	5767.83673469388
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	2	1	1	0	5838	6646	6242
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	4	2	2	0.00606583653439027	5601	5937	5736.5
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Glomerales	27	11	5	0.012000964530771	4263	5902	5784.55555555556
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Paraglomerales	2	1	1	0	5834	5867	5850.5
Opisthokonta	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	23	11	5	0.00107584607399962	4293	5964	5392.60869565217
Opisthokonta	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	2	1	1	0	4585	5825	5205
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	5	7	1	0	5922	6265	6049
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Cladochytriales	2	9	1	0	5622	6247	5934.5
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	6	2	1	0	4787	6409	5660.83333333333
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	6	11	1	0	4819	6059	5752.5
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Synchytriales	1	1	1	0	5605	5605	5605
Opisthokonta	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	1	2	1	0	5680	5680	5680
Opisthokonta	Fungi	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	1	5	1	0	5784	5784	5784
Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	3	8	2	0.000915081067276375	4486	6058	6012.66666666667
Opisthokonta	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	2	1	1	0	6630	6901	6765.5
Opisthokonta	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	36	20	2	0.00015589155493325	4855	7105	6049.63888888889
Opisthokonta	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	1	2	1	0	6503	6503	6503
Opisthokonta	Fungi	Zoopagomycota	Entomophthoromycetes	Entomophthorales	2	49	4	0.00357107168704883	5803	6012	5937.5
Opisthokonta	Fungi	Fungi_X	Cryptomycota	Cryptomycota_X	1	1	1	0	4706	4706	4706
Opisthokonta	Fungi	Aphelidiomycota	Aphelidea	Aphelidiales	1	5	1	0	5102	5102	5102
Opisthokonta	Fungi	Agaricomycotina	Tremellomycetes	Tremellales	8	1	1	0	4323	5678	5330.5
Opisthokonta	Filasterea	Filasterea_X	Filasterea_XX	Filasterea_XXX	2	3	1	0	5367	6611	5989
Opisthokonta	Ichthyosporea	Ichthyosporea_X	Ichthyosporea_XX	Ichthyophonida	2	4	4	0.00624587095862467	5407	5486	5446
Opisthokonta	Opisthokonta_X	Opisthokonta_XX	Opisthokonta_XXX	Opisthokonta_XXXX	1	1	1	0	5946	5946	5946
SAR	Alveolata	Apicomplexa	Aconoidasida	Haemosporida	73	5	2	0.00143951015565694	5349	7187	6567.61643835616
SAR	Alveolata	Apicomplexa	Aconoidasida	Nephromycida	1	2	2	0.176831470481588	5639	6009	5639
SAR	Alveolata	Apicomplexa	Aconoidasida	Piroplasmida	27	6	3	0.00188882954030571	5383	6158	5826.51851851852
SAR	Alveolata	Apicomplexa	Conoidasida	Eucoccidiorida	48	59	30	0.00239808416448835	4647	10794	6321.60416666667
SAR	Alveolata	Apicomplexa	Conoidasida	Neogregarinorida	1	1	1	0	5497	5497	5497
SAR	Alveolata	Apicomplexa	Colpodellida	Colpodellida_X	1	1	1	0	5675	5675	5675
SAR	Alveolata	Ciliophora	Spirotrichea	Euplotida	3	1	1	0	5727	6274	5924.66666666667
SAR	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	6	3	1	0	5622	5639	5631.16666666667
SAR	Alveolata	Ciliophora	Spirotrichea	Stichotrichida	1	1	1	0	5643	5643	5643
SAR	Alveolata	Ciliophora	Spirotrichea	Tintinnida	2	1	1	0	5531	5531	5531
SAR	Alveolata	Ciliophora	Spirotrichea	Urostylida	2	1	1	0	5599	5626	5612.5
SAR	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatida	1	1	1	0	5594	5594	5594
SAR	Alveolata	Ciliophora	Oligohymenophorea	Peniculida	10	1	1	0	5560	5560	5560
SAR	Alveolata	Ciliophora	Litostomatea	Entodiniomorphida	2	1	1	0	5231	5231	5231
SAR	Alveolata	Ciliophora	Litostomatea	Vestibuliferida	1	1	1	0	5209	5209	5209
SAR	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	1	1	1	0	5774	5774	5774
SAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	6	33	13	0.0112362066304484	5078	5844	5464.66666666667
SAR	Alveolata	Perkinzoa	Perkinzoa	Perkinsida	2	2	1	0	5936	6044	5990
SAR	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae_X	2	6	1	0	5820	5988	5904
SAR	Rhizaria	Cercozoa	Imbricatea	Euglyphida	1	4	2	0.00591733292308635	5107	6545	6545
SAR	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	1	1	1	0	4702	4702	4702
SAR	Stramenopiles	Ochrophyta	Cryptophyceae	Cryptomonadales	1	3	1	0	6190	6190	6190
SAR	Stramenopiles	Ochrophyta	Cryptophyceae	Pyrenomonadales	1	6	1	0	6383	6383	6383
SAR	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatales	11	4	1	0	6059	6068	6062.54545454545
SAR	Stramenopiles	Ochrophyta	Phaeophyceae	Ectocarpales	2	1	1	0	6044	6044	6044
SAR	Stramenopiles	Ochrophyta	Phaeophyceae	Laminariales	6	376	3	0.00525745113359284	4931	6024	5717.16666666667
SAR	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	4	11	7	0.010912585572556	5310	5824	5753.75
SAR	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	1	1	1	0	4799	4799	4799
SAR	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	2	1	1	0	5825	5825	5825
SAR	Stramenopiles	Oomycota	Oomycetes	Peronosporales	85	72	15	0.015097867583663	4261	7317	6022.37647058823
SAR	Stramenopiles	Oomycota	Oomycetes	Pythiales	59	61	3	0.000409495414884224	4459	6499	6107.22033898305
SAR	Stramenopiles	Oomycota	Oomycetes	Saprolegniales	10	45	4	0.000643349934497399	5261	6039	5926.2
SAR	Stramenopiles	Oomycota	Oomycota_X	Albuginales	2	17	2	0.00142590275310732	6337	6405	6339.5
SAR	Stramenopiles	Oomycota	Oomycota_X	Lagenidiales	1	1	1	0	6255	6255	6255
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariales	10	9	2	0.0010109646026539	5675	6138	5819.9
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Naviculales	5	16	12	0.00791656658764004	5079	5962	5872
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Rhopalodiales	2	13	2	0.00765679310729289	5585	5604	5593.5
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	1	4	1	0	5777	5777	5777
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	1	3	1	0	5854	5854	5854
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	5	24	13	0.00246444030269427	4713	6401	5774.4
SAR	Stramenopiles	Bacillariophyta	Fragilariophyceae	Fragilariales	1	1	1	0	5185	5185	5185
SAR	Stramenopiles	Bacillariophyta	Fragilariophyceae	Licmophorales	1	1	1	0	6078	6078	6078
SAR	Stramenopiles	Bacillariophyta	Mediophyceae	Triceratiales	1	7	3	0.00597109947484021	5840	5955	5955
SAR	Stramenopiles	Bigyra	Opalozoa	Bicosoecida	5	4	1	0	6009	6489	6105.8
SAR	Stramenopiles	Bigyra	Opalozoa	Opalinata	8	19	19	0.00391404607686873	5279	5576	5400.5
SAR	Stramenopiles	Bigyra	Labyrinthulomycetes	Thraustochytrida	2	102	87	0.00938259636992237	4436	5762	5615.5
SAR	Stramenopiles	Oochropyhta	Xanthophyceae	Mischococcales	1	1	1	0	5846	5846	5846
SAR	Stramenopiles	Oochropyhta	Xanthophyceae	Tribonematales	1	48	2	0.00882266764070412	5262	6164	5262
